SRC_middle Query: Medium,Depth,# Hops,BBoxes,Data Size
"[17, 18, 23, 24]",4,4,"[16, 16, 24, 24]",64
"[16, 20, 22, 26]",4,4,"[16, 20, 24, 28]",64
"[19, 13, 25, 19]",2,2,"[16, 8, 32, 24]",256
"[19, 12, 25, 18]",2,2,"[16, 8, 32, 24]",256
"[20, 8, 26, 14]",4,4,"[20, 8, 28, 16]",64
"[21, 25, 27, 31]",4,4,"[20, 24, 28, 32]",64
"[15, 20, 21, 26]",2,2,"[8, 16, 24, 32]",256
"[20, 19, 26, 25]",3,3,"[20, 16, 28, 32]",128
"[25, 0, 31, 6]",4,4,"[24, 0, 32, 8]",64
"[11, 11, 17, 17]",2,2,"[8, 8, 24, 24]",256
"[24, 25, 30, 31]",4,4,"[24, 24, 32, 32]",64
"[6, 22, 12, 28]",4,4,"[4, 20, 12, 28]",64
"[20, 1, 26, 7]",4,4,"[20, 0, 28, 8]",64
"[6, 14, 12, 20]",4,4,"[4, 12, 12, 20]",64
"[6, 16, 12, 22]",4,4,"[4, 16, 12, 24]",64
"[21, 6, 27, 12]",4,4,"[20, 4, 28, 12]",64
"[26, 0, 32, 6]",4,4,"[24, 0, 32, 8]",64
"[4, 7, 10, 13]",3,3,"[4, 0, 12, 16]",128
"[14, 15, 20, 21]",3,3,"[12, 8, 20, 24]",128
"[2, 19, 8, 25]",3,3,"[0, 16, 8, 32]",128
"[8, 26, 14, 32]",4,4,"[8, 24, 16, 32]",64
"[20, 9, 26, 15]",4,4,"[20, 8, 28, 16]",64
"[12, 10, 18, 16]",4,4,"[12, 8, 20, 16]",64
"[23, 23, 29, 29]",2,2,"[16, 16, 32, 32]",256
"[21, 22, 27, 28]",4,4,"[20, 20, 28, 28]",64
"[9, 21, 15, 27]",4,4,"[8, 20, 16, 28]",64
"[2, 19, 8, 25]",3,3,"[0, 16, 8, 32]",128
"[3, 26, 9, 32]",2,2,"[0, 16, 16, 32]",256
"[15, 11, 21, 17]",2,2,"[8, 8, 24, 24]",256
"[19, 19, 25, 25]",2,2,"[16, 16, 32, 32]",256
"[20, 2, 26, 8]",4,4,"[20, 0, 28, 8]",64
"[7, 4, 13, 10]",2,2,"[0, 0, 16, 16]",256
"[13, 7, 19, 13]",3,3,"[12, 0, 20, 16]",128
"[0, 15, 6, 21]",3,3,"[0, 8, 8, 24]",128
"[9, 4, 15, 10]",4,4,"[8, 4, 16, 12]",64
"[16, 20, 22, 26]",4,4,"[16, 20, 24, 28]",64
"[11, 23, 17, 29]",2,2,"[8, 16, 24, 32]",256
"[21, 4, 27, 10]",4,4,"[20, 4, 28, 12]",64
"[3, 16, 9, 22]",2,2,"[0, 8, 16, 24]",256
"[10, 10, 16, 16]",4,4,"[8, 8, 16, 16]",64
"[21, 23, 27, 29]",3,3,"[20, 16, 28, 32]",128
"[2, 11, 8, 17]",3,3,"[0, 8, 8, 24]",128
"[25, 26, 31, 32]",4,4,"[24, 24, 32, 32]",64
"[6, 6, 12, 12]",4,4,"[4, 4, 12, 12]",64
"[9, 16, 15, 22]",4,4,"[8, 16, 16, 24]",64
"[22, 13, 28, 19]",4,4,"[20, 12, 28, 20]",64
"[20, 23, 26, 29]",3,3,"[20, 16, 28, 32]",128
"[23, 12, 29, 18]",2,2,"[16, 8, 32, 24]",256
"[12, 1, 18, 7]",4,4,"[12, 0, 20, 8]",64
"[4, 14, 10, 20]",4,4,"[4, 12, 12, 20]",64
"[2, 9, 8, 15]",4,4,"[0, 8, 8, 16]",64
"[20, 21, 26, 27]",4,4,"[20, 20, 28, 28]",64
"[4, 16, 10, 22]",4,4,"[4, 16, 12, 24]",64
"[6, 26, 12, 32]",4,4,"[4, 24, 12, 32]",64
"[19, 15, 25, 21]",2,2,"[16, 8, 32, 24]",256
"[11, 4, 17, 10]",2,2,"[8, 0, 24, 16]",256
"[18, 4, 24, 10]",4,4,"[16, 4, 24, 12]",64
"[18, 13, 24, 19]",4,4,"[16, 12, 24, 20]",64
"[8, 23, 14, 29]",3,3,"[8, 16, 16, 32]",128
"[6, 3, 12, 9]",3,3,"[4, 0, 12, 16]",128
"[5, 4, 11, 10]",4,4,"[4, 4, 12, 12]",64
"[14, 17, 20, 23]",4,4,"[12, 16, 20, 24]",64
"[13, 5, 19, 11]",4,4,"[12, 4, 20, 12]",64
"[26, 1, 32, 7]",4,4,"[24, 0, 32, 8]",64
"[9, 24, 15, 30]",4,4,"[8, 24, 16, 32]",64
"[15, 18, 21, 24]",2,2,"[8, 8, 24, 24]",256
"[2, 21, 8, 27]",4,4,"[0, 20, 8, 28]",64
"[11, 20, 17, 26]",2,2,"[8, 16, 24, 32]",256
"[3, 3, 9, 9]",2,2,"[0, 0, 16, 16]",256
"[15, 7, 21, 13]",2,2,"[8, 0, 24, 16]",256
"[16, 1, 22, 7]",4,4,"[16, 0, 24, 8]",64
"[0, 22, 6, 28]",4,4,"[0, 20, 8, 28]",64
"[21, 25, 27, 31]",4,4,"[20, 24, 28, 32]",64
"[18, 2, 24, 8]",4,4,"[16, 0, 24, 8]",64
"[14, 26, 20, 32]",4,4,"[12, 24, 20, 32]",64
"[8, 23, 14, 29]",3,3,"[8, 16, 16, 32]",128
"[18, 8, 24, 14]",4,4,"[16, 8, 24, 16]",64
"[22, 17, 28, 23]",4,4,"[20, 16, 28, 24]",64
"[25, 12, 31, 18]",4,4,"[24, 12, 32, 20]",64
"[5, 7, 11, 13]",3,3,"[4, 0, 12, 16]",128
"[20, 3, 26, 9]",3,3,"[20, 0, 28, 16]",128
"[21, 26, 27, 32]",4,4,"[20, 24, 28, 32]",64
"[18, 23, 24, 29]",3,3,"[16, 16, 24, 32]",128
"[24, 16, 30, 22]",4,4,"[24, 16, 32, 24]",64
"[5, 15, 11, 21]",3,3,"[4, 8, 12, 24]",128
"[20, 20, 26, 26]",4,4,"[20, 20, 28, 28]",64
"[7, 0, 13, 6]",2,2,"[0, 0, 16, 16]",256
"[7, 4, 13, 10]",2,2,"[0, 0, 16, 16]",256
"[22, 19, 28, 25]",3,3,"[20, 16, 28, 32]",128
"[21, 24, 27, 30]",4,4,"[20, 24, 28, 32]",64
"[4, 20, 10, 26]",4,4,"[4, 20, 12, 28]",64
"[4, 24, 10, 30]",4,4,"[4, 24, 12, 32]",64
"[25, 26, 31, 32]",4,4,"[24, 24, 32, 32]",64
"[18, 19, 24, 25]",3,3,"[16, 16, 24, 32]",128
"[5, 2, 11, 8]",4,4,"[4, 0, 12, 8]",64
"[3, 8, 9, 14]",2,2,"[0, 8, 16, 24]",256
"[3, 8, 9, 14]",2,2,"[0, 8, 16, 24]",256
"[19, 14, 25, 20]",2,2,"[16, 8, 32, 24]",256
"[18, 24, 24, 30]",4,4,"[16, 24, 24, 32]",64
"[8, 18, 14, 24]",4,4,"[8, 16, 16, 24]",64
"[13, 1, 19, 7]",4,4,"[12, 0, 20, 8]",64
"[22, 2, 28, 8]",4,4,"[20, 0, 28, 8]",64
"[4, 26, 10, 32]",4,4,"[4, 24, 12, 32]",64
"[14, 1, 20, 7]",4,4,"[12, 0, 20, 8]",64
"[11, 10, 17, 16]",2,2,"[8, 8, 24, 24]",256
"[8, 20, 14, 26]",4,4,"[8, 20, 16, 28]",64
"[13, 12, 19, 18]",4,4,"[12, 12, 20, 20]",64
"[0, 9, 6, 15]",4,4,"[0, 8, 8, 16]",64
"[20, 7, 26, 13]",3,3,"[20, 0, 28, 16]",128
"[6, 24, 12, 30]",4,4,"[4, 24, 12, 32]",64
"[2, 18, 8, 24]",4,4,"[0, 16, 8, 24]",64
"[23, 4, 29, 10]",2,2,"[16, 0, 32, 16]",256
"[7, 16, 13, 22]",2,2,"[0, 8, 16, 24]",256
"[6, 14, 12, 20]",4,4,"[4, 12, 12, 20]",64
"[10, 0, 16, 6]",4,4,"[8, 0, 16, 8]",64
"[24, 8, 30, 14]",4,4,"[24, 8, 32, 16]",64
"[13, 18, 19, 24]",4,4,"[12, 16, 20, 24]",64
"[16, 17, 22, 23]",4,4,"[16, 16, 24, 24]",64
"[4, 22, 10, 28]",4,4,"[4, 20, 12, 28]",64
"[10, 22, 16, 28]",4,4,"[8, 20, 16, 28]",64
"[18, 20, 24, 26]",4,4,"[16, 20, 24, 28]",64
"[17, 12, 23, 18]",4,4,"[16, 12, 24, 20]",64
"[6, 9, 12, 15]",4,4,"[4, 8, 12, 16]",64
"[3, 14, 9, 20]",2,2,"[0, 8, 16, 24]",256
"[20, 20, 26, 26]",4,4,"[20, 20, 28, 28]",64
"[8, 7, 14, 13]",3,3,"[8, 0, 16, 16]",128
"[25, 20, 31, 26]",4,4,"[24, 20, 32, 28]",64
"[8, 24, 14, 30]",4,4,"[8, 24, 16, 32]",64
"[9, 2, 15, 8]",4,4,"[8, 0, 16, 8]",64
"[11, 4, 17, 10]",2,2,"[8, 0, 24, 16]",256
"[14, 0, 20, 6]",4,4,"[12, 0, 20, 8]",64
"[12, 20, 18, 26]",4,4,"[12, 20, 20, 28]",64
"[14, 1, 20, 7]",4,4,"[12, 0, 20, 8]",64
"[20, 24, 26, 30]",4,4,"[20, 24, 28, 32]",64
"[24, 9, 30, 15]",4,4,"[24, 8, 32, 16]",64
"[16, 19, 22, 25]",3,3,"[16, 16, 24, 32]",128
"[24, 13, 30, 19]",4,4,"[24, 12, 32, 20]",64
"[14, 19, 20, 25]",3,3,"[12, 16, 20, 32]",128
"[26, 18, 32, 24]",4,4,"[24, 16, 32, 24]",64
"[23, 16, 29, 22]",2,2,"[16, 8, 32, 24]",256
"[6, 5, 12, 11]",4,4,"[4, 4, 12, 12]",64
"[26, 0, 32, 6]",4,4,"[24, 0, 32, 8]",64
"[8, 3, 14, 9]",3,3,"[8, 0, 16, 16]",128
"[26, 12, 32, 18]",4,4,"[24, 12, 32, 20]",64
"[22, 8, 28, 14]",4,4,"[20, 8, 28, 16]",64
"[6, 15, 12, 21]",3,3,"[4, 8, 12, 24]",128
"[15, 8, 21, 14]",2,2,"[8, 8, 24, 24]",256
"[16, 12, 22, 18]",4,4,"[16, 12, 24, 20]",64
"[4, 19, 10, 25]",3,3,"[4, 16, 12, 32]",128
"[15, 8, 21, 14]",2,2,"[8, 8, 24, 24]",256
"[5, 22, 11, 28]",4,4,"[4, 20, 12, 28]",64
"[0, 6, 6, 12]",4,4,"[0, 4, 8, 12]",64
"[10, 8, 16, 14]",4,4,"[8, 8, 16, 16]",64
"[22, 22, 28, 28]",4,4,"[20, 20, 28, 28]",64
"[26, 3, 32, 9]",3,3,"[24, 0, 32, 16]",128
"[21, 0, 27, 6]",4,4,"[20, 0, 28, 8]",64
"[13, 9, 19, 15]",4,4,"[12, 8, 20, 16]",64
"[10, 19, 16, 25]",3,3,"[8, 16, 16, 32]",128
"[23, 6, 29, 12]",2,2,"[16, 0, 32, 16]",256
"[10, 13, 16, 19]",4,4,"[8, 12, 16, 20]",64
"[24, 4, 30, 10]",4,4,"[24, 4, 32, 12]",64
"[20, 3, 26, 9]",3,3,"[20, 0, 28, 16]",128
"[7, 11, 13, 17]",2,2,"[0, 8, 16, 24]",256
"[24, 23, 30, 29]",3,3,"[24, 16, 32, 32]",128
"[15, 14, 21, 20]",2,2,"[8, 8, 24, 24]",256
"[5, 21, 11, 27]",4,4,"[4, 20, 12, 28]",64
"[26, 11, 32, 17]",3,3,"[24, 8, 32, 24]",128
"[13, 13, 19, 19]",4,4,"[12, 12, 20, 20]",64
"[13, 11, 19, 17]",3,3,"[12, 8, 20, 24]",128
"[18, 3, 24, 9]",3,3,"[16, 0, 24, 16]",128
"[2, 17, 8, 23]",4,4,"[0, 16, 8, 24]",64
"[25, 14, 31, 20]",4,4,"[24, 12, 32, 20]",64
"[4, 3, 10, 9]",3,3,"[4, 0, 12, 16]",128
"[0, 25, 6, 31]",4,4,"[0, 24, 8, 32]",64
"[16, 22, 22, 28]",4,4,"[16, 20, 24, 28]",64
"[12, 20, 18, 26]",4,4,"[12, 20, 20, 28]",64
"[15, 7, 21, 13]",2,2,"[8, 0, 24, 16]",256
"[12, 20, 18, 26]",4,4,"[12, 20, 20, 28]",64
"[23, 3, 29, 9]",2,2,"[16, 0, 32, 16]",256
"[13, 1, 19, 7]",4,4,"[12, 0, 20, 8]",64
"[21, 26, 27, 32]",4,4,"[20, 24, 28, 32]",64
"[9, 19, 15, 25]",3,3,"[8, 16, 16, 32]",128
"[5, 9, 11, 15]",4,4,"[4, 8, 12, 16]",64
"[8, 16, 14, 22]",4,4,"[8, 16, 16, 24]",64
"[3, 17, 9, 23]",2,2,"[0, 8, 16, 24]",256
"[21, 21, 27, 27]",4,4,"[20, 20, 28, 28]",64
"[10, 0, 16, 6]",4,4,"[8, 0, 16, 8]",64
"[4, 0, 10, 6]",4,4,"[4, 0, 12, 8]",64
"[2, 10, 8, 16]",4,4,"[0, 8, 8, 16]",64
"[24, 10, 30, 16]",4,4,"[24, 8, 32, 16]",64
"[14, 6, 20, 12]",4,4,"[12, 4, 20, 12]",64
"[7, 11, 13, 17]",2,2,"[0, 8, 16, 24]",256
"[21, 18, 27, 24]",4,4,"[20, 16, 28, 24]",64
"[14, 8, 20, 14]",4,4,"[12, 8, 20, 16]",64
"[17, 5, 23, 11]",4,4,"[16, 4, 24, 12]",64
"[14, 12, 20, 18]",4,4,"[12, 12, 20, 20]",64
"[0, 3, 6, 9]",3,3,"[0, 0, 8, 16]",128
"[0, 3, 6, 9]",3,3,"[0, 0, 8, 16]",128
"[10, 23, 16, 29]",3,3,"[8, 16, 16, 32]",128
"[6, 9, 12, 15]",4,4,"[4, 8, 12, 16]",64
"[17, 3, 23, 9]",3,3,"[16, 0, 24, 16]",128
"[16, 24, 22, 30]",4,4,"[16, 24, 24, 32]",64
"[9, 2, 15, 8]",4,4,"[8, 0, 16, 8]",64
"[3, 17, 9, 23]",2,2,"[0, 8, 16, 24]",256
"[19, 9, 25, 15]",2,2,"[16, 8, 32, 24]",256
"[23, 1, 29, 7]",2,2,"[16, 0, 32, 16]",256
"[7, 26, 13, 32]",2,2,"[0, 16, 16, 32]",256
"[3, 21, 9, 27]",2,2,"[0, 16, 16, 32]",256
"[5, 14, 11, 20]",4,4,"[4, 12, 12, 20]",64
"[5, 5, 11, 11]",4,4,"[4, 4, 12, 12]",64
"[14, 8, 20, 14]",4,4,"[12, 8, 20, 16]",64
"[26, 22, 32, 28]",4,4,"[24, 20, 32, 28]",64
"[5, 14, 11, 20]",4,4,"[4, 12, 12, 20]",64
"[22, 26, 28, 32]",4,4,"[20, 24, 28, 32]",64
"[18, 0, 24, 6]",4,4,"[16, 0, 24, 8]",64
"[17, 12, 23, 18]",4,4,"[16, 12, 24, 20]",64
"[0, 3, 6, 9]",3,3,"[0, 0, 8, 16]",128
"[3, 9, 9, 15]",2,2,"[0, 8, 16, 24]",256
"[2, 20, 8, 26]",4,4,"[0, 20, 8, 28]",64
"[24, 12, 30, 18]",4,4,"[24, 12, 32, 20]",64
"[6, 8, 12, 14]",4,4,"[4, 8, 12, 16]",64
"[23, 12, 29, 18]",2,2,"[16, 8, 32, 24]",256
"[7, 14, 13, 20]",2,2,"[0, 8, 16, 24]",256
"[20, 19, 26, 25]",3,3,"[20, 16, 28, 32]",128
"[16, 17, 22, 23]",4,4,"[16, 16, 24, 24]",64
"[26, 11, 32, 17]",3,3,"[24, 8, 32, 24]",128
"[5, 13, 11, 19]",4,4,"[4, 12, 12, 20]",64
"[20, 25, 26, 31]",4,4,"[20, 24, 28, 32]",64
"[0, 18, 6, 24]",4,4,"[0, 16, 8, 24]",64
"[13, 19, 19, 25]",3,3,"[12, 16, 20, 32]",128
"[7, 9, 13, 15]",2,2,"[0, 8, 16, 24]",256
"[11, 16, 17, 22]",2,2,"[8, 8, 24, 24]",256
"[10, 15, 16, 21]",3,3,"[8, 8, 16, 24]",128
"[20, 24, 26, 30]",4,4,"[20, 24, 28, 32]",64
"[23, 14, 29, 20]",2,2,"[16, 8, 32, 24]",256
"[23, 22, 29, 28]",2,2,"[16, 16, 32, 32]",256
"[8, 11, 14, 17]",3,3,"[8, 8, 16, 24]",128
"[8, 24, 14, 30]",4,4,"[8, 24, 16, 32]",64
"[5, 5, 11, 11]",4,4,"[4, 4, 12, 12]",64
"[7, 14, 13, 20]",2,2,"[0, 8, 16, 24]",256
"[10, 20, 16, 26]",4,4,"[8, 20, 16, 28]",64
"[0, 11, 6, 17]",3,3,"[0, 8, 8, 24]",128
"[15, 19, 21, 25]",2,2,"[8, 16, 24, 32]",256
"[25, 22, 31, 28]",4,4,"[24, 20, 32, 28]",64
"[9, 21, 15, 27]",4,4,"[8, 20, 16, 28]",64
"[7, 0, 13, 6]",2,2,"[0, 0, 16, 16]",256
"[3, 14, 9, 20]",2,2,"[0, 8, 16, 24]",256
"[23, 16, 29, 22]",2,2,"[16, 8, 32, 24]",256
"[26, 5, 32, 11]",4,4,"[24, 4, 32, 12]",64
"[6, 26, 12, 32]",4,4,"[4, 24, 12, 32]",64
"[12, 22, 18, 28]",4,4,"[12, 20, 20, 28]",64
"[19, 10, 25, 16]",2,2,"[16, 8, 32, 24]",256
"[17, 4, 23, 10]",4,4,"[16, 4, 24, 12]",64
"[1, 15, 7, 21]",3,3,"[0, 8, 8, 24]",128
"[13, 14, 19, 20]",4,4,"[12, 12, 20, 20]",64
"[25, 14, 31, 20]",4,4,"[24, 12, 32, 20]",64
"[11, 0, 17, 6]",2,2,"[8, 0, 24, 16]",256
"[6, 18, 12, 24]",4,4,"[4, 16, 12, 24]",64
"[6, 2, 12, 8]",4,4,"[4, 0, 12, 8]",64
"[15, 4, 21, 10]",2,2,"[8, 0, 24, 16]",256
"[21, 2, 27, 8]",4,4,"[20, 0, 28, 8]",64
"[23, 16, 29, 22]",2,2,"[16, 8, 32, 24]",256
"[22, 21, 28, 27]",4,4,"[20, 20, 28, 28]",64
"[17, 12, 23, 18]",4,4,"[16, 12, 24, 20]",64
"[19, 8, 25, 14]",2,2,"[16, 8, 32, 24]",256
"[6, 2, 12, 8]",4,4,"[4, 0, 12, 8]",64
"[13, 0, 19, 6]",4,4,"[12, 0, 20, 8]",64
"[17, 15, 23, 21]",3,3,"[16, 8, 24, 24]",128
"[22, 23, 28, 29]",3,3,"[20, 16, 28, 32]",128
"[10, 23, 16, 29]",3,3,"[8, 16, 16, 32]",128
"[0, 6, 6, 12]",4,4,"[0, 4, 8, 12]",64
"[19, 9, 25, 15]",2,2,"[16, 8, 32, 24]",256
"[26, 24, 32, 30]",4,4,"[24, 24, 32, 32]",64
"[24, 25, 30, 31]",4,4,"[24, 24, 32, 32]",64
"[13, 14, 19, 20]",4,4,"[12, 12, 20, 20]",64
"[22, 16, 28, 22]",4,4,"[20, 16, 28, 24]",64
"[22, 9, 28, 15]",4,4,"[20, 8, 28, 16]",64
"[2, 1, 8, 7]",4,4,"[0, 0, 8, 8]",64
"[2, 11, 8, 17]",3,3,"[0, 8, 8, 24]",128
"[12, 20, 18, 26]",4,4,"[12, 20, 20, 28]",64
"[13, 12, 19, 18]",4,4,"[12, 12, 20, 20]",64
"[25, 20, 31, 26]",4,4,"[24, 20, 32, 28]",64
"[22, 24, 28, 30]",4,4,"[20, 24, 28, 32]",64
"[20, 24, 26, 30]",4,4,"[20, 24, 28, 32]",64
"[7, 9, 13, 15]",2,2,"[0, 8, 16, 24]",256
"[15, 12, 21, 18]",2,2,"[8, 8, 24, 24]",256
"[17, 0, 23, 6]",4,4,"[16, 0, 24, 8]",64
"[20, 13, 26, 19]",4,4,"[20, 12, 28, 20]",64
"[20, 9, 26, 15]",4,4,"[20, 8, 28, 16]",64
"[21, 15, 27, 21]",3,3,"[20, 8, 28, 24]",128
"[4, 12, 10, 18]",4,4,"[4, 12, 12, 20]",64
"[21, 26, 27, 32]",4,4,"[20, 24, 28, 32]",64
"[13, 12, 19, 18]",4,4,"[12, 12, 20, 20]",64
"[22, 24, 28, 30]",4,4,"[20, 24, 28, 32]",64
"[26, 18, 32, 24]",4,4,"[24, 16, 32, 24]",64
"[23, 19, 29, 25]",2,2,"[16, 16, 32, 32]",256
"[9, 15, 15, 21]",3,3,"[8, 8, 16, 24]",128
"[17, 11, 23, 17]",3,3,"[16, 8, 24, 24]",128
"[9, 13, 15, 19]",4,4,"[8, 12, 16, 20]",64
"[26, 18, 32, 24]",4,4,"[24, 16, 32, 24]",64
"[20, 24, 26, 30]",4,4,"[20, 24, 28, 32]",64
"[5, 11, 11, 17]",3,3,"[4, 8, 12, 24]",128
"[1, 13, 7, 19]",4,4,"[0, 12, 8, 20]",64
"[14, 14, 20, 20]",4,4,"[12, 12, 20, 20]",64
"[9, 2, 15, 8]",4,4,"[8, 0, 16, 8]",64
"[21, 7, 27, 13]",3,3,"[20, 0, 28, 16]",128
"[10, 7, 16, 13]",3,3,"[8, 0, 16, 16]",128
"[12, 0, 18, 6]",4,4,"[12, 0, 20, 8]",64
"[19, 10, 25, 16]",2,2,"[16, 8, 32, 24]",256
"[4, 5, 10, 11]",4,4,"[4, 4, 12, 12]",64
"[26, 15, 32, 21]",3,3,"[24, 8, 32, 24]",128
"[2, 24, 8, 30]",4,4,"[0, 24, 8, 32]",64
"[3, 5, 9, 11]",2,2,"[0, 0, 16, 16]",256
"[19, 1, 25, 7]",2,2,"[16, 0, 32, 16]",256
"[7, 20, 13, 26]",2,2,"[0, 16, 16, 32]",256
"[5, 0, 11, 6]",4,4,"[4, 0, 12, 8]",64
"[20, 16, 26, 22]",4,4,"[20, 16, 28, 24]",64
"[21, 13, 27, 19]",4,4,"[20, 12, 28, 20]",64
"[21, 13, 27, 19]",4,4,"[20, 12, 28, 20]",64
"[5, 9, 11, 15]",4,4,"[4, 8, 12, 16]",64
"[12, 14, 18, 20]",4,4,"[12, 12, 20, 20]",64
"[9, 17, 15, 23]",4,4,"[8, 16, 16, 24]",64
"[1, 5, 7, 11]",4,4,"[0, 4, 8, 12]",64
"[15, 5, 21, 11]",2,2,"[8, 0, 24, 16]",256
"[3, 21, 9, 27]",2,2,"[0, 16, 16, 32]",256
"[3, 15, 9, 21]",2,2,"[0, 8, 16, 24]",256
"[26, 23, 32, 29]",3,3,"[24, 16, 32, 32]",128
"[9, 23, 15, 29]",3,3,"[8, 16, 16, 32]",128
"[25, 9, 31, 15]",4,4,"[24, 8, 32, 16]",64
"[9, 12, 15, 18]",4,4,"[8, 12, 16, 20]",64
"[1, 18, 7, 24]",4,4,"[0, 16, 8, 24]",64
"[26, 8, 32, 14]",4,4,"[24, 8, 32, 16]",64
"[10, 24, 16, 30]",4,4,"[8, 24, 16, 32]",64
"[14, 2, 20, 8]",4,4,"[12, 0, 20, 8]",64
"[1, 24, 7, 30]",4,4,"[0, 24, 8, 32]",64
"[20, 22, 26, 28]",4,4,"[20, 20, 28, 28]",64
"[26, 9, 32, 15]",4,4,"[24, 8, 32, 16]",64
"[7, 14, 13, 20]",2,2,"[0, 8, 16, 24]",256
"[20, 9, 26, 15]",4,4,"[20, 8, 28, 16]",64
"[17, 6, 23, 12]",4,4,"[16, 4, 24, 12]",64
"[12, 2, 18, 8]",4,4,"[12, 0, 20, 8]",64
"[13, 1, 19, 7]",4,4,"[12, 0, 20, 8]",64
"[1, 25, 7, 31]",4,4,"[0, 24, 8, 32]",64
"[2, 11, 8, 17]",3,3,"[0, 8, 8, 24]",128
"[0, 9, 6, 15]",4,4,"[0, 8, 8, 16]",64
"[9, 1, 15, 7]",4,4,"[8, 0, 16, 8]",64
"[0, 1, 6, 7]",4,4,"[0, 0, 8, 8]",64
"[19, 1, 25, 7]",2,2,"[16, 0, 32, 16]",256
"[4, 19, 10, 25]",3,3,"[4, 16, 12, 32]",128
"[5, 15, 11, 21]",3,3,"[4, 8, 12, 24]",128
"[20, 2, 26, 8]",4,4,"[20, 0, 28, 8]",64
"[18, 4, 24, 10]",4,4,"[16, 4, 24, 12]",64
"[0, 23, 6, 29]",3,3,"[0, 16, 8, 32]",128
"[17, 4, 23, 10]",4,4,"[16, 4, 24, 12]",64
"[25, 3, 31, 9]",3,3,"[24, 0, 32, 16]",128
"[2, 22, 8, 28]",4,4,"[0, 20, 8, 28]",64
"[2, 19, 8, 25]",3,3,"[0, 16, 8, 32]",128
"[24, 21, 30, 27]",4,4,"[24, 20, 32, 28]",64
"[3, 6, 9, 12]",2,2,"[0, 0, 16, 16]",256
"[26, 3, 32, 9]",3,3,"[24, 0, 32, 16]",128
"[15, 13, 21, 19]",2,2,"[8, 8, 24, 24]",256
"[2, 3, 8, 9]",3,3,"[0, 0, 8, 16]",128
"[15, 22, 21, 28]",2,2,"[8, 16, 24, 32]",256
"[14, 16, 20, 22]",4,4,"[12, 16, 20, 24]",64
"[23, 5, 29, 11]",2,2,"[16, 0, 32, 16]",256
"[17, 3, 23, 9]",3,3,"[16, 0, 24, 16]",128
"[4, 11, 10, 17]",3,3,"[4, 8, 12, 24]",128
"[23, 13, 29, 19]",2,2,"[16, 8, 32, 24]",256
"[16, 4, 22, 10]",4,4,"[16, 4, 24, 12]",64
"[2, 20, 8, 26]",4,4,"[0, 20, 8, 28]",64
"[16, 1, 22, 7]",4,4,"[16, 0, 24, 8]",64
"[23, 17, 29, 23]",2,2,"[16, 8, 32, 24]",256
"[7, 3, 13, 9]",2,2,"[0, 0, 16, 16]",256
"[23, 25, 29, 31]",2,2,"[16, 16, 32, 32]",256
"[12, 11, 18, 17]",3,3,"[12, 8, 20, 24]",128
"[16, 10, 22, 16]",4,4,"[16, 8, 24, 16]",64
"[17, 22, 23, 28]",4,4,"[16, 20, 24, 28]",64
"[18, 17, 24, 23]",4,4,"[16, 16, 24, 24]",64
"[12, 9, 18, 15]",4,4,"[12, 8, 20, 16]",64
"[7, 18, 13, 24]",2,2,"[0, 8, 16, 24]",256
"[22, 2, 28, 8]",4,4,"[20, 0, 28, 8]",64
"[4, 19, 10, 25]",3,3,"[4, 16, 12, 32]",128
"[12, 24, 18, 30]",4,4,"[12, 24, 20, 32]",64
"[11, 23, 17, 29]",2,2,"[8, 16, 24, 32]",256
"[9, 11, 15, 17]",3,3,"[8, 8, 16, 24]",128
"[16, 11, 22, 17]",3,3,"[16, 8, 24, 24]",128
"[0, 0, 6, 6]",4,4,"[0, 0, 8, 8]",64
"[0, 4, 6, 10]",4,4,"[0, 4, 8, 12]",64
"[8, 23, 14, 29]",3,3,"[8, 16, 16, 32]",128
"[21, 22, 27, 28]",4,4,"[20, 20, 28, 28]",64
"[6, 20, 12, 26]",4,4,"[4, 20, 12, 28]",64
"[4, 5, 10, 11]",4,4,"[4, 4, 12, 12]",64
"[3, 26, 9, 32]",2,2,"[0, 16, 16, 32]",256
"[15, 23, 21, 29]",2,2,"[8, 16, 24, 32]",256
"[15, 21, 21, 27]",2,2,"[8, 16, 24, 32]",256
"[4, 8, 10, 14]",4,4,"[4, 8, 12, 16]",64
"[8, 26, 14, 32]",4,4,"[8, 24, 16, 32]",64
"[4, 1, 10, 7]",4,4,"[4, 0, 12, 8]",64
"[5, 21, 11, 27]",4,4,"[4, 20, 12, 28]",64
"[11, 26, 17, 32]",2,2,"[8, 16, 24, 32]",256
"[23, 10, 29, 16]",2,2,"[16, 8, 32, 24]",256
"[6, 20, 12, 26]",4,4,"[4, 20, 12, 28]",64
"[3, 16, 9, 22]",2,2,"[0, 8, 16, 24]",256
"[25, 15, 31, 21]",3,3,"[24, 8, 32, 24]",128
"[4, 20, 10, 26]",4,4,"[4, 20, 12, 28]",64
"[8, 10, 14, 16]",4,4,"[8, 8, 16, 16]",64
"[6, 20, 12, 26]",4,4,"[4, 20, 12, 28]",64
"[3, 19, 9, 25]",2,2,"[0, 16, 16, 32]",256
"[21, 22, 27, 28]",4,4,"[20, 20, 28, 28]",64
"[7, 11, 13, 17]",2,2,"[0, 8, 16, 24]",256
