SRC_middle Query: Large,Depth,# Hops,BBoxes,Data Size
"[194849, 327769, 334696, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[179958, 55632, 319805, 195479]",1,1,"[69337, 9783, 474275, 219328]",309
"[169083, 23916, 308930, 163763]",1,1,"[69337, 9783, 474275, 219328]",309
"[266338, 13868, 406185, 153715]",1,1,"[69337, 9783, 474275, 219328]",309
"[139481, 114436, 279328, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[216730, 210819, 356577, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[236503, 212202, 376350, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[28258, 313613, 168105, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[252075, 194020, 391922, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[306326, 74603, 446173, 214450]",1,1,"[69337, 9783, 474275, 219328]",309
"[304033, 154052, 443880, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[180144, 20857, 319991, 160704]",1,1,"[69337, 9783, 474275, 219328]",309
"[216832, 256485, 356679, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[281634, 79074, 421481, 218921]",1,1,"[69337, 9783, 474275, 219328]",309
"[29920, 50837, 169767, 190684]",0,0,"[8117, 9783, 474275, 219328]",617
"[304821, 190272, 444668, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[197396, 10472, 337243, 150319]",1,1,"[69337, 9783, 474275, 219328]",309
"[44488, 108137, 184335, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[66213, 291558, 206060, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[255110, 30724, 394957, 170571]",1,1,"[69337, 9783, 474275, 219328]",309
"[173022, 21428, 312869, 161275]",1,1,"[69337, 9783, 474275, 219328]",309
"[173163, 213977, 313010, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[73794, 152339, 213641, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[221196, 82635, 361043, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[320416, 85443, 460263, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[220035, 168600, 359882, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[276286, 39494, 416133, 179341]",1,1,"[69337, 9783, 474275, 219328]",309
"[93529, 73853, 233376, 213700]",1,1,"[69337, 9783, 474275, 219328]",309
"[78348, 260243, 218195, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[32608, 280541, 172455, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[30908, 299068, 170755, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[211155, 102604, 351002, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[188838, 315288, 328685, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[51527, 50442, 191374, 190289]",0,0,"[8117, 9783, 474275, 219328]",617
"[301611, 99566, 441458, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[147359, 113815, 287206, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[144937, 180051, 284784, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[141224, 144036, 281071, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[279402, 247443, 419249, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[89485, 243430, 229332, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[297904, 88238, 437751, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[28355, 315089, 168202, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[100898, 276669, 240745, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[25835, 173834, 165682, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[45678, 109245, 185525, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[247479, 328400, 387326, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[133275, 248592, 273122, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[281933, 91683, 421780, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[183054, 78831, 322901, 218678]",1,1,"[69337, 9783, 474275, 219328]",309
"[257932, 299579, 397779, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[38087, 293037, 177934, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[51327, 279525, 191174, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[188148, 9783, 327995, 149254]",1,1,"[69337, 9783, 474275, 219328]",309
"[50053, 62633, 189900, 202480]",0,0,"[8117, 9783, 474275, 219328]",617
"[232372, 326643, 372219, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[192834, 307104, 332681, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[244875, 184176, 384722, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[206332, 276761, 346179, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[197938, 70426, 337785, 210273]",1,1,"[69337, 9783, 474275, 219328]",309
"[79477, 174259, 219324, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[20031, 103851, 159878, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[73705, 18183, 213552, 158030]",1,1,"[69337, 9783, 474275, 219328]",309
"[185268, 326610, 325115, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[109484, 31258, 249331, 171105]",1,1,"[69337, 9783, 474275, 219328]",309
"[225086, 40643, 364933, 180490]",1,1,"[69337, 9783, 474275, 219328]",309
"[171304, 212335, 311151, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[35501, 322925, 175348, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[96281, 195751, 236128, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[48708, 222145, 188555, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[36431, 239174, 176278, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[194228, 324861, 334075, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[333246, 142244, 473093, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[170511, 303152, 310358, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[245953, 224242, 385800, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[102838, 24206, 242685, 164053]",1,1,"[69337, 9783, 474275, 219328]",309
"[246001, 146607, 385848, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[107990, 211361, 247837, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[41720, 195607, 181567, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[58608, 72796, 198455, 212643]",0,0,"[8117, 9783, 474275, 219328]",617
"[21846, 192029, 161693, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[19303, 100961, 159150, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[219805, 331085, 359652, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[15271, 177358, 155118, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[247441, 298600, 387288, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[268180, 257957, 408027, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[50296, 35235, 190143, 175082]",0,0,"[8117, 9783, 474275, 219328]",617
"[288932, 218845, 428779, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[145607, 22690, 285454, 162537]",1,1,"[69337, 9783, 474275, 219328]",309
"[278578, 58300, 418425, 198147]",1,1,"[69337, 9783, 474275, 219328]",309
"[50108, 183026, 189955, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[196100, 59751, 335947, 199598]",1,1,"[69337, 9783, 474275, 219328]",309
"[255257, 25453, 395104, 165300]",1,1,"[69337, 9783, 474275, 219328]",309
"[88999, 278962, 228846, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[158630, 27412, 298477, 167259]",1,1,"[69337, 9783, 474275, 219328]",309
"[8497, 205609, 148344, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[185164, 90357, 325011, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[295573, 85126, 435420, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[92295, 99665, 232142, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[91465, 135299, 231312, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[180225, 20620, 320072, 160467]",1,1,"[69337, 9783, 474275, 219328]",309
"[261304, 216838, 401151, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[31274, 126829, 171121, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[134098, 155744, 273945, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[180381, 97254, 320228, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[132995, 192709, 272842, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[126627, 93901, 266474, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[228710, 250809, 368557, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[198583, 304539, 338430, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[80467, 210759, 220314, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[304296, 15177, 444143, 155024]",1,1,"[69337, 9783, 474275, 219328]",309
"[93125, 314118, 232972, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[11072, 212540, 150919, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[98274, 86172, 238121, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[18345, 21311, 158192, 161158]",0,0,"[8117, 9783, 474275, 219328]",617
"[177631, 275549, 317478, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[10055, 28135, 149902, 167982]",0,0,"[8117, 9783, 474275, 219328]",617
"[32866, 66786, 172713, 206633]",0,0,"[8117, 9783, 474275, 219328]",617
"[308534, 328705, 448381, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[85551, 88412, 225398, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[207280, 21980, 347127, 161827]",1,1,"[69337, 9783, 474275, 219328]",309
"[227655, 236844, 367502, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[305935, 182664, 445782, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[138118, 80380, 277965, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[198971, 275636, 338818, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[121710, 287745, 261557, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[218035, 46415, 357882, 186262]",1,1,"[69337, 9783, 474275, 219328]",309
"[76168, 221899, 216015, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[304921, 191928, 444768, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[58740, 234368, 198587, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[236725, 136905, 376572, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[255126, 208268, 394973, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[126099, 215125, 265946, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[133974, 260395, 273821, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[216290, 312925, 356137, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[44302, 140430, 184149, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[152755, 284199, 292602, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[203045, 292459, 342892, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[19508, 324804, 159355, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[328773, 256918, 468620, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[132382, 152968, 272229, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[29247, 328439, 169094, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[176712, 212995, 316559, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[64037, 288334, 203884, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[33659, 83723, 173506, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[213863, 22165, 353710, 162012]",1,1,"[69337, 9783, 474275, 219328]",309
"[228868, 214218, 368715, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[235110, 63072, 374957, 202919]",1,1,"[69337, 9783, 474275, 219328]",309
"[249649, 324883, 389496, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[250331, 92726, 390178, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[97040, 186634, 236887, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[256817, 223649, 396664, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[91483, 317554, 231330, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[156862, 272128, 296709, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[67107, 201203, 206954, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[189216, 82929, 329063, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[195613, 255936, 335460, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[280074, 36378, 419921, 176225]",1,1,"[69337, 9783, 474275, 219328]",309
"[110716, 143190, 250563, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[100862, 314134, 240709, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[178338, 163328, 318185, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[207405, 29855, 347252, 169702]",1,1,"[69337, 9783, 474275, 219328]",309
"[160742, 297227, 300589, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[234196, 26415, 374043, 166262]",1,1,"[69337, 9783, 474275, 219328]",309
"[223361, 149186, 363208, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[204810, 117260, 344657, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[189980, 78456, 329827, 218303]",1,1,"[69337, 9783, 474275, 219328]",309
"[77404, 65945, 217251, 205792]",1,1,"[69337, 9783, 474275, 219328]",309
"[329573, 195268, 469420, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[95021, 24488, 234868, 164335]",1,1,"[69337, 9783, 474275, 219328]",309
"[233863, 310471, 373710, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[216991, 251134, 356838, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[48051, 48919, 187898, 188766]",0,0,"[8117, 9783, 474275, 219328]",617
"[231163, 293808, 371010, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[298528, 80626, 438375, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[96843, 88316, 236690, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[116887, 94347, 256734, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[127785, 23700, 267632, 163547]",1,1,"[69337, 9783, 474275, 219328]",309
"[283527, 79187, 423374, 219034]",1,1,"[69337, 9783, 474275, 219328]",309
"[266613, 195274, 406460, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[159132, 183843, 298979, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[70233, 222481, 210080, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[145359, 91122, 285206, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[187671, 271079, 327518, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[182070, 287631, 321917, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[83918, 205322, 223765, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[299347, 168151, 439194, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[131081, 206594, 270928, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[189796, 212728, 329643, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[255199, 276314, 395046, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[168632, 223128, 308479, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[221134, 59346, 360981, 199193]",1,1,"[69337, 9783, 474275, 219328]",309
"[88864, 85526, 228711, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[10695, 314034, 150542, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[320315, 279236, 460162, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[64118, 115554, 203965, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[320480, 324331, 460327, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[277313, 66409, 417160, 206256]",1,1,"[69337, 9783, 474275, 219328]",309
"[147933, 330189, 287780, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[96531, 205173, 236378, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[52879, 27002, 192726, 166849]",0,0,"[8117, 9783, 474275, 219328]",617
"[13614, 68619, 153461, 208466]",0,0,"[8117, 9783, 474275, 219328]",617
"[197996, 260144, 337843, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[175026, 64813, 314873, 204660]",1,1,"[69337, 9783, 474275, 219328]",309
"[245424, 201628, 385271, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[314433, 141225, 454280, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[263199, 128029, 403046, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[91503, 302580, 231350, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[297330, 48976, 437177, 188823]",1,1,"[69337, 9783, 474275, 219328]",309
"[274451, 96198, 414298, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[21633, 95576, 161480, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[279247, 222499, 419094, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[327017, 117212, 466864, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[237852, 220462, 377699, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[146595, 19215, 286442, 159062]",1,1,"[69337, 9783, 474275, 219328]",309
"[316103, 78511, 455950, 218358]",1,1,"[69337, 9783, 474275, 219328]",309
"[211655, 97945, 351502, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[239308, 304309, 379155, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[36246, 204750, 176093, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[53622, 316511, 193469, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[220552, 183506, 360399, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[130326, 273823, 270173, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[246943, 28619, 386790, 168466]",1,1,"[69337, 9783, 474275, 219328]",309
"[259745, 333177, 399592, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[61492, 148988, 201339, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[274193, 265164, 414040, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[296890, 214734, 436737, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[255936, 147214, 395783, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[103022, 128582, 242869, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[291757, 199126, 431604, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[91761, 166689, 231608, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[327334, 83425, 467181, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[247675, 44211, 387522, 184058]",1,1,"[69337, 9783, 474275, 219328]",309
"[44026, 258785, 183873, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[214290, 304927, 354137, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[223065, 299694, 362912, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[56478, 147329, 196325, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[260976, 128519, 400823, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[66246, 163669, 206093, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[82078, 196579, 221925, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[57478, 80800, 197325, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[37848, 79844, 177695, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[315609, 301049, 455456, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[112189, 11815, 252036, 151662]",1,1,"[69337, 9783, 474275, 219328]",309
"[25451, 220114, 165298, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[300814, 323593, 440661, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[265199, 64239, 405046, 204086]",1,1,"[69337, 9783, 474275, 219328]",309
"[256085, 301480, 395932, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[190192, 187971, 330039, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[59252, 10814, 199099, 150661]",0,0,"[8117, 9783, 474275, 219328]",617
"[134831, 126947, 274678, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[269076, 171430, 408923, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[152011, 125880, 291858, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[12820, 267970, 152667, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[194168, 274968, 334015, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[186831, 56176, 326678, 196023]",1,1,"[69337, 9783, 474275, 219328]",309
"[48750, 167901, 188597, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[308883, 229520, 448730, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[126740, 200792, 266587, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[207955, 84388, 347802, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[129557, 159060, 269404, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[112613, 260362, 252460, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[196424, 156437, 336271, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[209621, 329199, 349468, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[75943, 70748, 215790, 210595]",1,1,"[69337, 9783, 474275, 219328]",309
"[218457, 194270, 358304, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[270393, 255040, 410240, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[127994, 204168, 267841, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[196205, 234568, 336052, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[153560, 196448, 293407, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[218292, 156545, 358139, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[63318, 259632, 203165, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[160873, 71360, 300720, 211207]",1,1,"[69337, 9783, 474275, 219328]",309
"[241942, 88996, 381789, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[188480, 135797, 328327, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[106127, 185376, 245974, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[269896, 128020, 409743, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[65775, 209394, 205622, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[211916, 251815, 351763, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[277356, 250220, 417203, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[304808, 332174, 444655, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[123803, 217459, 263650, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[271426, 171278, 411273, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[263276, 130095, 403123, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[173018, 279655, 312865, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[8977, 56296, 148824, 196143]",0,0,"[8117, 9783, 474275, 219328]",617
"[255458, 174392, 395305, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[214827, 127328, 354674, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[234269, 33612, 374116, 173459]",1,1,"[69337, 9783, 474275, 219328]",309
"[309783, 29317, 449630, 169164]",1,1,"[69337, 9783, 474275, 219328]",309
"[221241, 57126, 361088, 196973]",1,1,"[69337, 9783, 474275, 219328]",309
"[146247, 113132, 286094, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[179460, 101739, 319307, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[67418, 102920, 207265, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[199038, 22934, 338885, 162781]",1,1,"[69337, 9783, 474275, 219328]",309
"[130660, 31025, 270507, 170872]",1,1,"[69337, 9783, 474275, 219328]",309
"[12359, 208747, 152206, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[288389, 10479, 428236, 150326]",1,1,"[69337, 9783, 474275, 219328]",309
"[76094, 69192, 215941, 209039]",1,1,"[69337, 9783, 474275, 219328]",309
"[325125, 325772, 464972, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[112642, 50880, 252489, 190727]",1,1,"[69337, 9783, 474275, 219328]",309
"[252482, 111771, 392329, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[8900, 280862, 148747, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[333907, 225803, 473754, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[43128, 289623, 182975, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[100986, 130958, 240833, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[127104, 225919, 266951, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[208357, 256988, 348204, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[8310, 236608, 148157, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[118271, 207999, 258118, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[29715, 330953, 169562, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[149317, 23086, 289164, 162933]",1,1,"[69337, 9783, 474275, 219328]",309
"[313677, 190080, 453524, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[200775, 184972, 340622, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[246097, 78570, 385944, 218417]",1,1,"[69337, 9783, 474275, 219328]",309
"[320541, 279190, 460388, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[56378, 140089, 196225, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[62253, 62374, 202100, 202221]",0,0,"[8117, 9783, 474275, 219328]",617
"[151180, 20768, 291027, 160615]",1,1,"[69337, 9783, 474275, 219328]",309
"[82512, 333604, 222359, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[79369, 206774, 219216, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[116691, 308626, 256538, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[175646, 113842, 315493, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[228932, 274461, 368779, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[270455, 71210, 410302, 211057]",1,1,"[69337, 9783, 474275, 219328]",309
"[301507, 63445, 441354, 203292]",1,1,"[69337, 9783, 474275, 219328]",309
"[256949, 73415, 396796, 213262]",1,1,"[69337, 9783, 474275, 219328]",309
"[274977, 242835, 414824, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[254427, 101794, 394274, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[246616, 295308, 386463, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[186278, 75688, 326125, 215535]",1,1,"[69337, 9783, 474275, 219328]",309
"[226334, 141513, 366181, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[205895, 49299, 345742, 189146]",1,1,"[69337, 9783, 474275, 219328]",309
