SRC_exhaustive Query: Large,Depth,BBoxes,Data Size
"[79520, 185312, 219367, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[192856, 18385, 332703, 158232]",1,"[69337, 9783, 474275, 219328]",309
"[59352, 274966, 199199, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[270928, 58449, 410775, 198296]",1,"[69337, 9783, 474275, 219328]",309
"[270678, 63680, 410525, 203527]",1,"[69337, 9783, 474275, 219328]",309
"[110899, 82005, 250746, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[72749, 316669, 212596, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[134392, 85849, 274239, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[286332, 204973, 426179, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[227259, 131582, 367106, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[80142, 322243, 219989, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[182761, 155925, 322608, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[149423, 311995, 289270, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[263682, 295277, 403529, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[64250, 71428, 204097, 211275]",0,"[8117, 9783, 474275, 219328]",617
"[192531, 191786, 332378, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[91046, 92019, 230893, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[231297, 95983, 371144, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[122721, 181925, 262568, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[244834, 46279, 384681, 186126]",1,"[69337, 9783, 474275, 219328]",309
"[313958, 187563, 453805, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[172035, 215597, 311882, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[169587, 79341, 309434, 219188]",1,"[69337, 9783, 474275, 219328]",309
"[142661, 208370, 282508, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[19747, 51693, 159594, 191540]",0,"[8117, 9783, 474275, 219328]",617
"[290798, 21284, 430645, 161131]",1,"[69337, 9783, 474275, 219328]",309
"[278621, 263209, 418468, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[72713, 242064, 212560, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[16443, 330935, 156290, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[258942, 310840, 398789, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[202433, 44474, 342280, 184321]",1,"[69337, 9783, 474275, 219328]",309
"[79402, 144377, 219249, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[220126, 75185, 359973, 215032]",1,"[69337, 9783, 474275, 219328]",309
"[273774, 158764, 413621, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[224397, 42130, 364244, 181977]",1,"[69337, 9783, 474275, 219328]",309
"[105437, 93527, 245284, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[174808, 101428, 314655, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[181416, 259812, 321263, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[246763, 154551, 386610, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[276094, 51681, 415941, 191528]",1,"[69337, 9783, 474275, 219328]",309
"[54991, 93395, 194838, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[70093, 63609, 209940, 203456]",1,"[69337, 9783, 474275, 219328]",309
"[32602, 219788, 172449, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[65351, 62695, 205198, 202542]",0,"[8117, 9783, 474275, 219328]",617
"[71677, 272932, 211524, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[170438, 117723, 310285, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[326165, 201056, 466012, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[198662, 182874, 338509, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[177414, 107836, 317261, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[132557, 163855, 272404, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[153575, 307002, 293422, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[288964, 201939, 428811, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[307961, 34620, 447808, 174467]",1,"[69337, 9783, 474275, 219328]",309
"[273085, 258689, 412932, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[278361, 105517, 418208, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[181290, 196774, 321137, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[296613, 162247, 436460, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[174502, 219971, 314349, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[59473, 9783, 199320, 148055]",0,"[8117, 9783, 474275, 219328]",617
"[183314, 292238, 323161, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[299195, 91142, 439042, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[216267, 264800, 356114, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[57774, 68089, 197621, 207936]",0,"[8117, 9783, 474275, 219328]",617
"[142587, 158464, 282434, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[287863, 316776, 427710, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[157589, 281787, 297436, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[276281, 186172, 416128, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[17130, 108128, 156977, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[109104, 91268, 248951, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[139130, 34446, 278977, 174293]",1,"[69337, 9783, 474275, 219328]",309
"[181741, 51338, 321588, 191185]",1,"[69337, 9783, 474275, 219328]",309
"[143428, 256185, 283275, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[184063, 301345, 323910, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[137709, 104995, 277556, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[179585, 100379, 319432, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[94577, 309789, 234424, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[138811, 115073, 278658, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[51629, 134141, 191476, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[89612, 235602, 229459, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[79206, 38798, 219053, 178645]",1,"[69337, 9783, 474275, 219328]",309
"[253550, 278862, 393397, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[126764, 325960, 266611, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[106201, 298340, 246048, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[205721, 74363, 345568, 214210]",1,"[69337, 9783, 474275, 219328]",309
"[121611, 300713, 261458, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[250152, 288855, 389999, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[119118, 288367, 258965, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[247076, 177859, 386923, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[118442, 80527, 258289, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[94501, 302730, 234348, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[135891, 45470, 275738, 185317]",1,"[69337, 9783, 474275, 219328]",309
"[151146, 176215, 290993, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[243318, 192500, 383165, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[141717, 58972, 281564, 198819]",1,"[69337, 9783, 474275, 219328]",309
"[40592, 72342, 180439, 212189]",0,"[8117, 9783, 474275, 219328]",617
"[132708, 55371, 272555, 195218]",1,"[69337, 9783, 474275, 219328]",309
"[42576, 151863, 182423, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[321793, 319913, 461640, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[255153, 202085, 395000, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[185350, 135270, 325197, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[49468, 217755, 189315, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[201862, 98471, 341709, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[125295, 246880, 265142, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[116986, 12470, 256833, 152317]",1,"[69337, 9783, 474275, 219328]",309
"[96860, 292129, 236707, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[114010, 313777, 253857, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[24354, 311694, 164201, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[108929, 271372, 248776, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[164016, 100747, 303863, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[163674, 85515, 303521, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[276536, 239698, 416383, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[114339, 295476, 254186, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[123683, 199656, 263530, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[32618, 190227, 172465, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[279546, 290932, 419393, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[144072, 101542, 283919, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[225907, 120826, 365754, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[183990, 156520, 323837, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[50681, 41327, 190528, 181174]",0,"[8117, 9783, 474275, 219328]",617
"[158812, 325595, 298659, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[313963, 62173, 453810, 202020]",1,"[69337, 9783, 474275, 219328]",309
"[330485, 180866, 470332, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[11408, 23489, 151255, 163336]",0,"[8117, 9783, 474275, 219328]",617
"[251232, 35337, 391079, 175184]",1,"[69337, 9783, 474275, 219328]",309
"[254506, 36739, 394353, 176586]",1,"[69337, 9783, 474275, 219328]",309
"[158558, 297327, 298405, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[146738, 77219, 286585, 217066]",1,"[69337, 9783, 474275, 219328]",309
"[177554, 117472, 317401, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[37431, 233759, 177278, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[228393, 43098, 368240, 182945]",1,"[69337, 9783, 474275, 219328]",309
"[115519, 142273, 255366, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[296844, 164757, 436691, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[127919, 51522, 267766, 191369]",1,"[69337, 9783, 474275, 219328]",309
"[308764, 291273, 448611, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[86306, 291539, 226153, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[91192, 253859, 231039, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[123985, 304997, 263832, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[34527, 227164, 174374, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[70844, 13719, 210691, 153566]",1,"[69337, 9783, 474275, 219328]",309
"[34048, 108017, 173895, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[190887, 92199, 330734, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[181104, 271701, 320951, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[333446, 121438, 473293, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[231781, 125083, 371628, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[91599, 113525, 231446, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[171466, 254717, 311313, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[325324, 26920, 465171, 166767]",1,"[69337, 9783, 474275, 219328]",309
"[260215, 32895, 400062, 172742]",1,"[69337, 9783, 474275, 219328]",309
"[107414, 334029, 247261, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[217192, 228517, 357039, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[56372, 55587, 196219, 195434]",0,"[8117, 9783, 474275, 219328]",617
"[292409, 143030, 432256, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[29393, 17463, 169240, 157310]",0,"[8117, 9783, 474275, 219328]",617
"[232793, 95803, 372640, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[36960, 272821, 176807, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[324427, 256104, 464274, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[187476, 267452, 327323, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[176391, 74624, 316238, 214471]",1,"[69337, 9783, 474275, 219328]",309
"[255673, 233474, 395520, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[15309, 55743, 155156, 195590]",0,"[8117, 9783, 474275, 219328]",617
"[80530, 296859, 220377, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[183590, 87452, 323437, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[332209, 120403, 472056, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[261526, 45860, 401373, 185707]",1,"[69337, 9783, 474275, 219328]",309
"[198607, 10779, 338454, 150626]",1,"[69337, 9783, 474275, 219328]",309
"[240934, 210746, 380781, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[326458, 240971, 466305, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[251193, 110895, 391040, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[211490, 311770, 351337, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[130307, 100850, 270154, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[28832, 186655, 168679, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[65598, 92468, 205445, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[152241, 31642, 292088, 171489]",1,"[69337, 9783, 474275, 219328]",309
"[53877, 92512, 193724, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[23355, 260023, 163202, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[112106, 325845, 251953, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[302201, 165653, 442048, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[218027, 260046, 357874, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[171431, 292590, 311278, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[130688, 217908, 270535, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[55410, 188136, 195257, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[28982, 222613, 168829, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[254860, 284423, 394707, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[23816, 283230, 163663, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[273275, 179550, 413122, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[72535, 101768, 212382, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[127195, 269637, 267042, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[197969, 322770, 337816, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[325334, 321025, 465181, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[224665, 58256, 364512, 198103]",1,"[69337, 9783, 474275, 219328]",309
"[10577, 105350, 150424, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[92764, 288539, 232611, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[213576, 122348, 353423, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[279035, 318931, 418882, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[97301, 301603, 237148, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[252862, 49267, 392709, 189114]",1,"[69337, 9783, 474275, 219328]",309
"[259918, 264702, 399765, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[170848, 123239, 310695, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[8687, 266255, 148534, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[140878, 59664, 280725, 199511]",1,"[69337, 9783, 474275, 219328]",309
"[75585, 80391, 215432, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[99735, 47835, 239582, 187682]",1,"[69337, 9783, 474275, 219328]",309
"[258598, 253697, 398445, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[159196, 171306, 299043, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[12586, 329725, 152433, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[305682, 207243, 445529, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[114410, 27594, 254257, 167441]",1,"[69337, 9783, 474275, 219328]",309
"[59950, 296037, 199797, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[79427, 205706, 219274, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[132581, 123762, 272428, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[319406, 48562, 459253, 188409]",1,"[69337, 9783, 474275, 219328]",309
"[42613, 52847, 182460, 192694]",0,"[8117, 9783, 474275, 219328]",617
"[187965, 63047, 327812, 202894]",1,"[69337, 9783, 474275, 219328]",309
"[257953, 287138, 397800, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[208918, 147857, 348765, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[92932, 49439, 232779, 189286]",1,"[69337, 9783, 474275, 219328]",309
"[248724, 215141, 388571, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[149752, 274821, 289599, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[16402, 9924, 156249, 149771]",0,"[8117, 9783, 474275, 219328]",617
"[122400, 107674, 262247, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[297256, 183268, 437103, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[24928, 175853, 164775, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[254045, 117732, 393892, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[68706, 95075, 208553, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[111301, 255619, 251148, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[110123, 143203, 249970, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[66419, 52225, 206266, 192072]",0,"[8117, 9783, 474275, 219328]",617
"[47410, 33109, 187257, 172956]",0,"[8117, 9783, 474275, 219328]",617
"[100780, 273596, 240627, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[114090, 208930, 253937, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[114035, 307704, 253882, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[65763, 73074, 205610, 212921]",0,"[8117, 9783, 474275, 219328]",617
"[54145, 288649, 193992, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[165988, 214343, 305835, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[82729, 60467, 222576, 200314]",1,"[69337, 9783, 474275, 219328]",309
"[130414, 193420, 270261, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[293214, 191133, 433061, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[207119, 289049, 346966, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[212391, 17085, 352238, 156932]",1,"[69337, 9783, 474275, 219328]",309
"[42250, 104939, 182097, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[209612, 34502, 349459, 174349]",1,"[69337, 9783, 474275, 219328]",309
"[99710, 239064, 239557, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[264971, 59682, 404818, 199529]",1,"[69337, 9783, 474275, 219328]",309
"[177010, 86699, 316857, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[71927, 199147, 211774, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[111633, 157807, 251480, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[163807, 67374, 303654, 207221]",1,"[69337, 9783, 474275, 219328]",309
"[124629, 57094, 264476, 196941]",1,"[69337, 9783, 474275, 219328]",309
"[165079, 327858, 304926, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[277190, 17027, 417037, 156874]",1,"[69337, 9783, 474275, 219328]",309
"[262860, 192433, 402707, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[133050, 332170, 272897, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[11333, 93198, 151180, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[229275, 115459, 369122, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[319465, 190861, 459312, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[105251, 188496, 245098, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[253820, 313258, 393667, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[237998, 38985, 377845, 178832]",1,"[69337, 9783, 474275, 219328]",309
"[136431, 190872, 276278, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[44263, 104172, 184110, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[52767, 229137, 192614, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[17525, 178611, 157372, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[131370, 176585, 271217, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[135256, 17109, 275103, 156956]",1,"[69337, 9783, 474275, 219328]",309
"[251696, 273346, 391543, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[149836, 260516, 289683, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[300341, 162720, 440188, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[172518, 25125, 312365, 164972]",1,"[69337, 9783, 474275, 219328]",309
"[324845, 31888, 464692, 171735]",1,"[69337, 9783, 474275, 219328]",309
"[297504, 108877, 437351, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[151197, 149712, 291044, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[172400, 184903, 312247, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[332719, 43763, 472566, 183610]",1,"[69337, 9783, 474275, 219328]",309
"[114010, 10788, 253857, 150635]",1,"[69337, 9783, 474275, 219328]",309
"[180245, 113474, 320092, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[309099, 35021, 448946, 174868]",1,"[69337, 9783, 474275, 219328]",309
"[193844, 10326, 333691, 150173]",1,"[69337, 9783, 474275, 219328]",309
"[235533, 177171, 375380, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[264315, 115652, 404162, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[50563, 105534, 190410, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[45896, 301866, 185743, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[148966, 80404, 288813, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[293509, 115060, 433356, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[227346, 91475, 367193, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[51948, 269163, 191795, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[147759, 254000, 287606, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[74446, 235541, 214293, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[222821, 27177, 362668, 167024]",1,"[69337, 9783, 474275, 219328]",309
"[55696, 251511, 195543, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[28070, 134546, 167917, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[83524, 274553, 223371, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[260267, 239207, 400114, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[133783, 220295, 273630, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[279881, 308076, 419728, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[108456, 273622, 248303, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[216706, 123671, 356553, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[169189, 272635, 309036, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[183181, 91715, 323028, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[15578, 207656, 155425, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[94505, 129102, 234352, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[149378, 288391, 289225, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[50993, 160294, 190840, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[309397, 302778, 449244, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[50402, 151288, 190249, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[23056, 259001, 162903, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[246366, 140965, 386213, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[304097, 325315, 443944, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[212820, 232890, 352667, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[99301, 39518, 239148, 179365]",1,"[69337, 9783, 474275, 219328]",309
"[128937, 312269, 268784, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[231946, 117235, 371793, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[160377, 33129, 300224, 172976]",1,"[69337, 9783, 474275, 219328]",309
"[31655, 186592, 171502, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[200441, 77095, 340288, 216942]",1,"[69337, 9783, 474275, 219328]",309
"[324980, 147130, 464827, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[96759, 113450, 236606, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[150470, 143752, 290317, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[247685, 182055, 387532, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[221805, 223647, 361652, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[154844, 101784, 294691, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[291348, 204031, 431195, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[38577, 320458, 178424, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[45117, 67933, 184964, 207780]",0,"[8117, 9783, 474275, 219328]",617
"[195970, 110600, 335817, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[270220, 289444, 410067, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[246773, 43344, 386620, 183191]",1,"[69337, 9783, 474275, 219328]",309
"[42875, 324454, 182722, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[313846, 112229, 453693, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[188243, 52668, 328090, 192515]",1,"[69337, 9783, 474275, 219328]",309
"[295031, 79777, 434878, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[152578, 49942, 292425, 189789]",1,"[69337, 9783, 474275, 219328]",309
"[247983, 201473, 387830, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[15436, 25466, 155283, 165313]",0,"[8117, 9783, 474275, 219328]",617
"[120798, 265163, 260645, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[87470, 271455, 227317, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[122027, 62978, 261874, 202825]",1,"[69337, 9783, 474275, 219328]",309
"[243276, 249573, 383123, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[103644, 50135, 243491, 189982]",1,"[69337, 9783, 474275, 219328]",309
"[125449, 238822, 265296, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[327483, 159754, 467330, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[307193, 185491, 447040, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[328494, 329498, 468341, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[251726, 46963, 391573, 186810]",1,"[69337, 9783, 474275, 219328]",309
"[303763, 228697, 443610, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[67044, 110090, 206891, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[59952, 65267, 199799, 205114]",0,"[8117, 9783, 474275, 219328]",617
"[327842, 285215, 467689, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[19862, 190754, 159709, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[229149, 307279, 368996, 219328]",1,"[69337, 9783, 474275, 219328]",309
