,BBOX,Depth,parent
643,"[5, 13, 7, 15]",6,[<__main__.DAGTree object at 0x0000021CEA5FB620>]
644,"[5, 14, 7, 16]",6,[<__main__.DAGTree object at 0x0000021CEA5FB620>]
645,"[6, 12, 8, 16]",5,"[<__main__.DAGTree object at 0x0000021CEA5FB4D0>, <__main__.DAGTree object at 0x0000021CEA638740>]"
646,"[6, 12, 8, 14]",6,"[<__main__.DAGTree object at 0x0000021CEA5FB530>, <__main__.DAGTree object at 0x0000021CEA5FB650>]"
647,"[6, 13, 8, 15]",6,[<__main__.DAGTree object at 0x0000021CEA5FB650>]
648,"[6, 14, 8, 16]",6,[<__main__.DAGTree object at 0x0000021CEA5FB650>]
649,"[6, 8, 10, 16]",3,[<__main__.DAGTree object at 0x0000021CEA5FB770>]
650,"[6, 8, 10, 12]",4,"[<__main__.DAGTree object at 0x0000021CEA638110>, <__main__.DAGTree object at 0x0000021CEA6386B0>]"
651,"[6, 8, 8, 12]",5,"[<__main__.DAGTree object at 0x0000021CEA5FAAE0>, <__main__.DAGTree object at 0x0000021CEA6381A0>]"
652,"[6, 8, 8, 10]",6,"[<__main__.DAGTree object at 0x0000021CEA5FAB40>, <__main__.DAGTree object at 0x0000021CEA5FAC60>]"
653,"[6, 9, 8, 11]",6,[<__main__.DAGTree object at 0x0000021CEA5FAC60>]
654,"[6, 10, 8, 12]",6,"[<__main__.DAGTree object at 0x0000021CEA5FAC60>, <__main__.DAGTree object at 0x0000021CEA5FB530>]"
655,"[7, 8, 9, 12]",5,[<__main__.DAGTree object at 0x0000021CEA6381A0>]
656,"[7, 8, 9, 10]",6,"[<__main__.DAGTree object at 0x0000021CEA6381D0>, <__main__.DAGTree object at 0x0000021CEA6382F0>]"
657,"[7, 9, 9, 11]",6,[<__main__.DAGTree object at 0x0000021CEA6382F0>]
658,"[7, 10, 9, 12]",6,"[<__main__.DAGTree object at 0x0000021CEA6382F0>, <__main__.DAGTree object at 0x0000021CEA638770>]"
659,"[8, 8, 10, 12]",5,"[<__main__.DAGTree object at 0x0000021CEA6381A0>, <__main__.DAGTree object at 0x0000021CEA638440>]"
660,"[8, 8, 10, 10]",6,"[<__main__.DAGTree object at 0x0000021CEA638200>, <__main__.DAGTree object at 0x0000021CEA638320>]"
661,"[8, 9, 10, 11]",6,[<__main__.DAGTree object at 0x0000021CEA638320>]
662,"[8, 10, 10, 12]",6,"[<__main__.DAGTree object at 0x0000021CEA638320>, <__main__.DAGTree object at 0x0000021CEA6387A0>]"
663,"[6, 10, 10, 14]",4,[<__main__.DAGTree object at 0x0000021CEA6386B0>]
664,"[6, 10, 8, 14]",5,"[<__main__.DAGTree object at 0x0000021CEA5FB4A0>, <__main__.DAGTree object at 0x0000021CEA638710>]"
665,"[6, 10, 8, 12]",6,"[<__main__.DAGTree object at 0x0000021CEA5FAC60>, <__main__.DAGTree object at 0x0000021CEA5FB530>]"
666,"[6, 11, 8, 13]",6,[<__main__.DAGTree object at 0x0000021CEA5FB530>]
667,"[6, 12, 8, 14]",6,"[<__main__.DAGTree object at 0x0000021CEA5FB530>, <__main__.DAGTree object at 0x0000021CEA5FB650>]"
668,"[7, 10, 9, 14]",5,[<__main__.DAGTree object at 0x0000021CEA638710>]
669,"[7, 10, 9, 12]",6,"[<__main__.DAGTree object at 0x0000021CEA6382F0>, <__main__.DAGTree object at 0x0000021CEA638770>]"
670,"[7, 11, 9, 13]",6,[<__main__.DAGTree object at 0x0000021CEA638770>]
671,"[7, 12, 9, 14]",6,"[<__main__.DAGTree object at 0x0000021CEA638770>, <__main__.DAGTree object at 0x0000021CEA638890>]"
672,"[8, 10, 10, 14]",5,"[<__main__.DAGTree object at 0x0000021CEA638710>, <__main__.DAGTree object at 0x0000021CEA6389B0>]"
673,"[8, 10, 10, 12]",6,"[<__main__.DAGTree object at 0x0000021CEA638320>, <__main__.DAGTree object at 0x0000021CEA6387A0>]"
674,"[8, 11, 10, 13]",6,[<__main__.DAGTree object at 0x0000021CEA6387A0>]
675,"[8, 12, 10, 14]",6,"[<__main__.DAGTree object at 0x0000021CEA6387A0>, <__main__.DAGTree object at 0x0000021CEA6388C0>]"
676,"[6, 12, 10, 16]",4,[<__main__.DAGTree object at 0x0000021CEA6386B0>]
677,"[6, 12, 8, 16]",5,"[<__main__.DAGTree object at 0x0000021CEA5FB4D0>, <__main__.DAGTree object at 0x0000021CEA638740>]"
678,"[6, 12, 8, 14]",6,"[<__main__.DAGTree object at 0x0000021CEA5FB530>, <__main__.DAGTree object at 0x0000021CEA5FB650>]"
679,"[6, 13, 8, 15]",6,[<__main__.DAGTree object at 0x0000021CEA5FB650>]
680,"[6, 14, 8, 16]",6,[<__main__.DAGTree object at 0x0000021CEA5FB650>]
681,"[7, 12, 9, 16]",5,[<__main__.DAGTree object at 0x0000021CEA638740>]
682,"[7, 12, 9, 14]",6,"[<__main__.DAGTree object at 0x0000021CEA638770>, <__main__.DAGTree object at 0x0000021CEA638890>]"
683,"[7, 13, 9, 15]",6,[<__main__.DAGTree object at 0x0000021CEA638890>]
684,"[7, 14, 9, 16]",6,[<__main__.DAGTree object at 0x0000021CEA638890>]
685,"[8, 12, 10, 16]",5,"[<__main__.DAGTree object at 0x0000021CEA638740>, <__main__.DAGTree object at 0x0000021CEA6389E0>]"
686,"[8, 12, 10, 14]",6,"[<__main__.DAGTree object at 0x0000021CEA6387A0>, <__main__.DAGTree object at 0x0000021CEA6388C0>]"
687,"[8, 13, 10, 15]",6,[<__main__.DAGTree object at 0x0000021CEA6388C0>]
688,"[8, 14, 10, 16]",6,[<__main__.DAGTree object at 0x0000021CEA6388C0>]
689,"[8, 8, 12, 16]",3,"[<__main__.DAGTree object at 0x0000021CEA5FB770>, <__main__.DAGTree object at 0x0000021CEA638C80>]"
690,"[8, 8, 12, 12]",4,"[<__main__.DAGTree object at 0x0000021CEA638140>, <__main__.DAGTree object at 0x0000021CEA6386E0>]"
691,"[8, 8, 10, 12]",5,"[<__main__.DAGTree object at 0x0000021CEA6381A0>, <__main__.DAGTree object at 0x0000021CEA638440>]"
692,"[8, 8, 10, 10]",6,"[<__main__.DAGTree object at 0x0000021CEA638200>, <__main__.DAGTree object at 0x0000021CEA638320>]"
693,"[8, 9, 10, 11]",6,[<__main__.DAGTree object at 0x0000021CEA638320>]
694,"[8, 10, 10, 12]",6,"[<__main__.DAGTree object at 0x0000021CEA638320>, <__main__.DAGTree object at 0x0000021CEA6387A0>]"
695,"[9, 8, 11, 12]",5,[<__main__.DAGTree object at 0x0000021CEA638440>]
696,"[9, 8, 11, 10]",6,"[<__main__.DAGTree object at 0x0000021CEA638470>, <__main__.DAGTree object at 0x0000021CEA638590>]"
697,"[9, 9, 11, 11]",6,[<__main__.DAGTree object at 0x0000021CEA638590>]
698,"[9, 10, 11, 12]",6,"[<__main__.DAGTree object at 0x0000021CEA638590>, <__main__.DAGTree object at 0x0000021CEA638A10>]"
699,"[10, 8, 12, 12]",5,"[<__main__.DAGTree object at 0x0000021CEA638440>, <__main__.DAGTree object at 0x0000021CEA639670>]"
700,"[10, 8, 12, 10]",6,"[<__main__.DAGTree object at 0x0000021CEA6384A0>, <__main__.DAGTree object at 0x0000021CEA6385C0>]"
701,"[10, 9, 12, 11]",6,[<__main__.DAGTree object at 0x0000021CEA6385C0>]
702,"[10, 10, 12, 12]",6,"[<__main__.DAGTree object at 0x0000021CEA6385C0>, <__main__.DAGTree object at 0x0000021CEA638A40>]"
703,"[8, 10, 12, 14]",4,[<__main__.DAGTree object at 0x0000021CEA6386E0>]
704,"[8, 10, 10, 14]",5,"[<__main__.DAGTree object at 0x0000021CEA638710>, <__main__.DAGTree object at 0x0000021CEA6389B0>]"
705,"[8, 10, 10, 12]",6,"[<__main__.DAGTree object at 0x0000021CEA638320>, <__main__.DAGTree object at 0x0000021CEA6387A0>]"
706,"[8, 11, 10, 13]",6,[<__main__.DAGTree object at 0x0000021CEA6387A0>]
707,"[8, 12, 10, 14]",6,"[<__main__.DAGTree object at 0x0000021CEA6387A0>, <__main__.DAGTree object at 0x0000021CEA6388C0>]"
708,"[9, 10, 11, 14]",5,[<__main__.DAGTree object at 0x0000021CEA6389B0>]
709,"[9, 10, 11, 12]",6,"[<__main__.DAGTree object at 0x0000021CEA638590>, <__main__.DAGTree object at 0x0000021CEA638A10>]"
710,"[9, 11, 11, 13]",6,[<__main__.DAGTree object at 0x0000021CEA638A10>]
711,"[9, 12, 11, 14]",6,"[<__main__.DAGTree object at 0x0000021CEA638A10>, <__main__.DAGTree object at 0x0000021CEA638B30>]"
712,"[10, 10, 12, 14]",5,"[<__main__.DAGTree object at 0x0000021CEA6389B0>, <__main__.DAGTree object at 0x0000021CEA639BE0>]"
713,"[10, 10, 12, 12]",6,"[<__main__.DAGTree object at 0x0000021CEA6385C0>, <__main__.DAGTree object at 0x0000021CEA638A40>]"
714,"[10, 11, 12, 13]",6,[<__main__.DAGTree object at 0x0000021CEA638A40>]
715,"[10, 12, 12, 14]",6,"[<__main__.DAGTree object at 0x0000021CEA638A40>, <__main__.DAGTree object at 0x0000021CEA638B60>]"
716,"[8, 12, 12, 16]",4,[<__main__.DAGTree object at 0x0000021CEA6386E0>]
717,"[8, 12, 10, 16]",5,"[<__main__.DAGTree object at 0x0000021CEA638740>, <__main__.DAGTree object at 0x0000021CEA6389E0>]"
718,"[8, 12, 10, 14]",6,"[<__main__.DAGTree object at 0x0000021CEA6387A0>, <__main__.DAGTree object at 0x0000021CEA6388C0>]"
719,"[8, 13, 10, 15]",6,[<__main__.DAGTree object at 0x0000021CEA6388C0>]
720,"[8, 14, 10, 16]",6,[<__main__.DAGTree object at 0x0000021CEA6388C0>]
721,"[9, 12, 11, 16]",5,[<__main__.DAGTree object at 0x0000021CEA6389E0>]
722,"[9, 12, 11, 14]",6,"[<__main__.DAGTree object at 0x0000021CEA638A10>, <__main__.DAGTree object at 0x0000021CEA638B30>]"
723,"[9, 13, 11, 15]",6,[<__main__.DAGTree object at 0x0000021CEA638B30>]
724,"[9, 14, 11, 16]",6,[<__main__.DAGTree object at 0x0000021CEA638B30>]
725,"[10, 12, 12, 16]",5,"[<__main__.DAGTree object at 0x0000021CEA6389E0>, <__main__.DAGTree object at 0x0000021CEA639C10>]"
726,"[10, 12, 12, 14]",6,"[<__main__.DAGTree object at 0x0000021CEA638A40>, <__main__.DAGTree object at 0x0000021CEA638B60>]"
727,"[10, 13, 12, 15]",6,[<__main__.DAGTree object at 0x0000021CEA638B60>]
728,"[10, 14, 12, 16]",6,[<__main__.DAGTree object at 0x0000021CEA638B60>]
729,"[8, 0, 16, 16]",1,[<__main__.DAGTree object at 0x0000021CE870E060>]
730,"[8, 0, 16, 8]",2,[<__main__.DAGTree object at 0x0000021CE851F410>]
731,"[8, 0, 12, 8]",3,"[<__main__.DAGTree object at 0x0000021CEA5FB740>, <__main__.DAGTree object at 0x0000021CEA638C50>]"
732,"[8, 0, 12, 4]",4,[<__main__.DAGTree object at 0x0000021CEA5FB800>]
733,"[8, 0, 10, 4]",5,"[<__main__.DAGTree object at 0x0000021CEA5FB830>, <__main__.DAGTree object at 0x0000021CEA5FBC80>]"
734,"[8, 0, 10, 2]",6,[<__main__.DAGTree object at 0x0000021CEA5FB8F0>]
735,"[8, 1, 10, 3]",6,[<__main__.DAGTree object at 0x0000021CEA5FB8F0>]
736,"[8, 2, 10, 4]",6,"[<__main__.DAGTree object at 0x0000021CEA5FB8F0>, <__main__.DAGTree object at 0x0000021CEA5FBA70>]"
737,"[9, 0, 11, 4]",5,[<__main__.DAGTree object at 0x0000021CEA5FBC80>]
738,"[9, 0, 11, 2]",6,[<__main__.DAGTree object at 0x0000021CEA5FBD10>]
739,"[9, 1, 11, 3]",6,[<__main__.DAGTree object at 0x0000021CEA5FBD10>]
740,"[9, 2, 11, 4]",6,"[<__main__.DAGTree object at 0x0000021CEA5FBD10>, <__main__.DAGTree object at 0x0000021CEA5FBE90>]"
741,"[10, 0, 12, 4]",5,"[<__main__.DAGTree object at 0x0000021CEA5FBC80>, <__main__.DAGTree object at 0x0000021CEA638D40>]"
742,"[10, 0, 12, 2]",6,[<__main__.DAGTree object at 0x0000021CEA5FBD40>]
743,"[10, 1, 12, 3]",6,[<__main__.DAGTree object at 0x0000021CEA5FBD40>]
744,"[10, 2, 12, 4]",6,"[<__main__.DAGTree object at 0x0000021CEA5FBD40>, <__main__.DAGTree object at 0x0000021CEA5FBEC0>]"
745,"[8, 2, 12, 6]",4,[<__main__.DAGTree object at 0x0000021CEA5FB800>]
746,"[8, 2, 10, 6]",5,"[<__main__.DAGTree object at 0x0000021CEA5FB890>, <__main__.DAGTree object at 0x0000021CEA5FBCE0>]"
747,"[8, 2, 10, 4]",6,"[<__main__.DAGTree object at 0x0000021CEA5FB8F0>, <__main__.DAGTree object at 0x0000021CEA5FBA70>]"
748,"[8, 3, 10, 5]",6,[<__main__.DAGTree object at 0x0000021CEA5FBA70>]
749,"[8, 4, 10, 6]",6,"[<__main__.DAGTree object at 0x0000021CEA5FBA70>, <__main__.DAGTree object at 0x0000021CEA5FBB90>]"
750,"[9, 2, 11, 6]",5,[<__main__.DAGTree object at 0x0000021CEA5FBCE0>]
751,"[9, 2, 11, 4]",6,"[<__main__.DAGTree object at 0x0000021CEA5FBD10>, <__main__.DAGTree object at 0x0000021CEA5FBE90>]"
752,"[9, 3, 11, 5]",6,[<__main__.DAGTree object at 0x0000021CEA5FBE90>]
753,"[9, 4, 11, 6]",6,"[<__main__.DAGTree object at 0x0000021CEA5FBE90>, <__main__.DAGTree object at 0x0000021CEA5FBFB0>]"
754,"[10, 2, 12, 6]",5,"[<__main__.DAGTree object at 0x0000021CEA5FBCE0>, <__main__.DAGTree object at 0x0000021CEA638DA0>]"
755,"[10, 2, 12, 4]",6,"[<__main__.DAGTree object at 0x0000021CEA5FBD40>, <__main__.DAGTree object at 0x0000021CEA5FBEC0>]"
756,"[10, 3, 12, 5]",6,[<__main__.DAGTree object at 0x0000021CEA5FBEC0>]
757,"[10, 4, 12, 6]",6,"[<__main__.DAGTree object at 0x0000021CEA5FBEC0>, <__main__.DAGTree object at 0x0000021CEA5FBFE0>]"
758,"[8, 4, 12, 8]",4,"[<__main__.DAGTree object at 0x0000021CEA5FB800>, <__main__.DAGTree object at 0x0000021CEA638140>]"
759,"[8, 4, 10, 8]",5,"[<__main__.DAGTree object at 0x0000021CEA5FB860>, <__main__.DAGTree object at 0x0000021CEA5FBCB0>]"
760,"[8, 4, 10, 6]",6,"[<__main__.DAGTree object at 0x0000021CEA5FBA70>, <__main__.DAGTree object at 0x0000021CEA5FBB90>]"
761,"[8, 5, 10, 7]",6,[<__main__.DAGTree object at 0x0000021CEA5FBB90>]
762,"[8, 6, 10, 8]",6,"[<__main__.DAGTree object at 0x0000021CEA5FBB90>, <__main__.DAGTree object at 0x0000021CEA638200>]"
763,"[9, 4, 11, 8]",5,[<__main__.DAGTree object at 0x0000021CEA5FBCB0>]
764,"[9, 4, 11, 6]",6,"[<__main__.DAGTree object at 0x0000021CEA5FBE90>, <__main__.DAGTree object at 0x0000021CEA5FBFB0>]"
765,"[9, 5, 11, 7]",6,[<__main__.DAGTree object at 0x0000021CEA5FBFB0>]
766,"[9, 6, 11, 8]",6,"[<__main__.DAGTree object at 0x0000021CEA5FBFB0>, <__main__.DAGTree object at 0x0000021CEA638470>]"
767,"[10, 4, 12, 8]",5,"[<__main__.DAGTree object at 0x0000021CEA5FBCB0>, <__main__.DAGTree object at 0x0000021CEA638D70>]"
768,"[10, 4, 12, 6]",6,"[<__main__.DAGTree object at 0x0000021CEA5FBEC0>, <__main__.DAGTree object at 0x0000021CEA5FBFE0>]"
769,"[10, 5, 12, 7]",6,[<__main__.DAGTree object at 0x0000021CEA5FBFE0>]
770,"[10, 6, 12, 8]",6,"[<__main__.DAGTree object at 0x0000021CEA5FBFE0>, <__main__.DAGTree object at 0x0000021CEA6384A0>]"
771,"[10, 0, 14, 8]",3,[<__main__.DAGTree object at 0x0000021CEA638C50>]
772,"[10, 0, 14, 4]",4,[<__main__.DAGTree object at 0x0000021CEA638CE0>]
773,"[10, 0, 12, 4]",5,"[<__main__.DAGTree object at 0x0000021CEA5FBC80>, <__main__.DAGTree object at 0x0000021CEA638D40>]"
774,"[10, 0, 12, 2]",6,[<__main__.DAGTree object at 0x0000021CEA5FBD40>]
775,"[10, 1, 12, 3]",6,[<__main__.DAGTree object at 0x0000021CEA5FBD40>]
776,"[10, 2, 12, 4]",6,"[<__main__.DAGTree object at 0x0000021CEA5FBD40>, <__main__.DAGTree object at 0x0000021CEA5FBEC0>]"
777,"[11, 0, 13, 4]",5,[<__main__.DAGTree object at 0x0000021CEA638D40>]
778,"[11, 0, 13, 2]",6,[<__main__.DAGTree object at 0x0000021CEA638DD0>]
779,"[11, 1, 13, 3]",6,[<__main__.DAGTree object at 0x0000021CEA638DD0>]
780,"[11, 2, 13, 4]",6,"[<__main__.DAGTree object at 0x0000021CEA638DD0>, <__main__.DAGTree object at 0x0000021CEA638F50>]"
781,"[12, 0, 14, 4]",5,"[<__main__.DAGTree object at 0x0000021CEA638D40>, <__main__.DAGTree object at 0x0000021CEA639190>]"
782,"[12, 0, 14, 2]",6,[<__main__.DAGTree object at 0x0000021CEA638E00>]
783,"[12, 1, 14, 3]",6,[<__main__.DAGTree object at 0x0000021CEA638E00>]
784,"[12, 2, 14, 4]",6,"[<__main__.DAGTree object at 0x0000021CEA638E00>, <__main__.DAGTree object at 0x0000021CEA638F80>]"
785,"[10, 2, 14, 6]",4,[<__main__.DAGTree object at 0x0000021CEA638CE0>]
786,"[10, 2, 12, 6]",5,"[<__main__.DAGTree object at 0x0000021CEA5FBCE0>, <__main__.DAGTree object at 0x0000021CEA638DA0>]"
787,"[10, 2, 12, 4]",6,"[<__main__.DAGTree object at 0x0000021CEA5FBD40>, <__main__.DAGTree object at 0x0000021CEA5FBEC0>]"
788,"[10, 3, 12, 5]",6,[<__main__.DAGTree object at 0x0000021CEA5FBEC0>]
789,"[10, 4, 12, 6]",6,"[<__main__.DAGTree object at 0x0000021CEA5FBEC0>, <__main__.DAGTree object at 0x0000021CEA5FBFE0>]"
790,"[11, 2, 13, 6]",5,[<__main__.DAGTree object at 0x0000021CEA638DA0>]
791,"[11, 2, 13, 4]",6,"[<__main__.DAGTree object at 0x0000021CEA638DD0>, <__main__.DAGTree object at 0x0000021CEA638F50>]"
792,"[11, 3, 13, 5]",6,[<__main__.DAGTree object at 0x0000021CEA638F50>]
793,"[11, 4, 13, 6]",6,"[<__main__.DAGTree object at 0x0000021CEA638F50>, <__main__.DAGTree object at 0x0000021CEA639070>]"
794,"[12, 2, 14, 6]",5,"[<__main__.DAGTree object at 0x0000021CEA638DA0>, <__main__.DAGTree object at 0x0000021CEA6391F0>]"
795,"[12, 2, 14, 4]",6,"[<__main__.DAGTree object at 0x0000021CEA638E00>, <__main__.DAGTree object at 0x0000021CEA638F80>]"
796,"[12, 3, 14, 5]",6,[<__main__.DAGTree object at 0x0000021CEA638F80>]
797,"[12, 4, 14, 6]",6,"[<__main__.DAGTree object at 0x0000021CEA638F80>, <__main__.DAGTree object at 0x0000021CEA6390A0>]"
798,"[10, 4, 14, 8]",4,"[<__main__.DAGTree object at 0x0000021CEA638CE0>, <__main__.DAGTree object at 0x0000021CEA6395E0>]"
799,"[10, 4, 12, 8]",5,"[<__main__.DAGTree object at 0x0000021CEA5FBCB0>, <__main__.DAGTree object at 0x0000021CEA638D70>]"
800,"[10, 4, 12, 6]",6,"[<__main__.DAGTree object at 0x0000021CEA5FBEC0>, <__main__.DAGTree object at 0x0000021CEA5FBFE0>]"
801,"[10, 5, 12, 7]",6,[<__main__.DAGTree object at 0x0000021CEA5FBFE0>]
802,"[10, 6, 12, 8]",6,"[<__main__.DAGTree object at 0x0000021CEA5FBFE0>, <__main__.DAGTree object at 0x0000021CEA6384A0>]"
803,"[11, 4, 13, 8]",5,[<__main__.DAGTree object at 0x0000021CEA638D70>]
804,"[11, 4, 13, 6]",6,"[<__main__.DAGTree object at 0x0000021CEA638F50>, <__main__.DAGTree object at 0x0000021CEA639070>]"
805,"[11, 5, 13, 7]",6,[<__main__.DAGTree object at 0x0000021CEA639070>]
806,"[11, 6, 13, 8]",6,"[<__main__.DAGTree object at 0x0000021CEA639070>, <__main__.DAGTree object at 0x0000021CEA6396A0>]"
807,"[12, 4, 14, 8]",5,"[<__main__.DAGTree object at 0x0000021CEA638D70>, <__main__.DAGTree object at 0x0000021CEA6391C0>]"
808,"[12, 4, 14, 6]",6,"[<__main__.DAGTree object at 0x0000021CEA638F80>, <__main__.DAGTree object at 0x0000021CEA6390A0>]"
809,"[12, 5, 14, 7]",6,[<__main__.DAGTree object at 0x0000021CEA6390A0>]
810,"[12, 6, 14, 8]",6,"[<__main__.DAGTree object at 0x0000021CEA6390A0>, <__main__.DAGTree object at 0x0000021CEA6396D0>]"
811,"[12, 0, 16, 8]",3,[<__main__.DAGTree object at 0x0000021CEA638C50>]
812,"[12, 0, 16, 4]",4,[<__main__.DAGTree object at 0x0000021CEA638D10>]
813,"[12, 0, 14, 4]",5,"[<__main__.DAGTree object at 0x0000021CEA638D40>, <__main__.DAGTree object at 0x0000021CEA639190>]"
814,"[12, 0, 14, 2]",6,[<__main__.DAGTree object at 0x0000021CEA638E00>]
815,"[12, 1, 14, 3]",6,[<__main__.DAGTree object at 0x0000021CEA638E00>]
816,"[12, 2, 14, 4]",6,"[<__main__.DAGTree object at 0x0000021CEA638E00>, <__main__.DAGTree object at 0x0000021CEA638F80>]"
817,"[13, 0, 15, 4]",5,[<__main__.DAGTree object at 0x0000021CEA639190>]
818,"[13, 0, 15, 2]",6,[<__main__.DAGTree object at 0x0000021CEA639220>]
819,"[13, 1, 15, 3]",6,[<__main__.DAGTree object at 0x0000021CEA639220>]
820,"[13, 2, 15, 4]",6,"[<__main__.DAGTree object at 0x0000021CEA639220>, <__main__.DAGTree object at 0x0000021CEA6393A0>]"
821,"[14, 0, 16, 4]",5,[<__main__.DAGTree object at 0x0000021CEA639190>]
822,"[14, 0, 16, 2]",6,[<__main__.DAGTree object at 0x0000021CEA639250>]
823,"[14, 1, 16, 3]",6,[<__main__.DAGTree object at 0x0000021CEA639250>]
824,"[14, 2, 16, 4]",6,"[<__main__.DAGTree object at 0x0000021CEA639250>, <__main__.DAGTree object at 0x0000021CEA6393D0>]"
825,"[12, 2, 16, 6]",4,[<__main__.DAGTree object at 0x0000021CEA638D10>]
826,"[12, 2, 14, 6]",5,"[<__main__.DAGTree object at 0x0000021CEA638DA0>, <__main__.DAGTree object at 0x0000021CEA6391F0>]"
827,"[12, 2, 14, 4]",6,"[<__main__.DAGTree object at 0x0000021CEA638E00>, <__main__.DAGTree object at 0x0000021CEA638F80>]"
828,"[12, 3, 14, 5]",6,[<__main__.DAGTree object at 0x0000021CEA638F80>]
829,"[12, 4, 14, 6]",6,"[<__main__.DAGTree object at 0x0000021CEA638F80>, <__main__.DAGTree object at 0x0000021CEA6390A0>]"
830,"[13, 2, 15, 6]",5,[<__main__.DAGTree object at 0x0000021CEA6391F0>]
831,"[13, 2, 15, 4]",6,"[<__main__.DAGTree object at 0x0000021CEA639220>, <__main__.DAGTree object at 0x0000021CEA6393A0>]"
832,"[13, 3, 15, 5]",6,[<__main__.DAGTree object at 0x0000021CEA6393A0>]
833,"[13, 4, 15, 6]",6,"[<__main__.DAGTree object at 0x0000021CEA6393A0>, <__main__.DAGTree object at 0x0000021CEA6394C0>]"
834,"[14, 2, 16, 6]",5,[<__main__.DAGTree object at 0x0000021CEA6391F0>]
835,"[14, 2, 16, 4]",6,"[<__main__.DAGTree object at 0x0000021CEA639250>, <__main__.DAGTree object at 0x0000021CEA6393D0>]"
836,"[14, 3, 16, 5]",6,[<__main__.DAGTree object at 0x0000021CEA6393D0>]
837,"[14, 4, 16, 6]",6,"[<__main__.DAGTree object at 0x0000021CEA6393D0>, <__main__.DAGTree object at 0x0000021CEA6394F0>]"
838,"[12, 4, 16, 8]",4,"[<__main__.DAGTree object at 0x0000021CEA638D10>, <__main__.DAGTree object at 0x0000021CEA639610>]"
839,"[12, 4, 14, 8]",5,"[<__main__.DAGTree object at 0x0000021CEA638D70>, <__main__.DAGTree object at 0x0000021CEA6391C0>]"
840,"[12, 4, 14, 6]",6,"[<__main__.DAGTree object at 0x0000021CEA638F80>, <__main__.DAGTree object at 0x0000021CEA6390A0>]"
841,"[12, 5, 14, 7]",6,[<__main__.DAGTree object at 0x0000021CEA6390A0>]
842,"[12, 6, 14, 8]",6,"[<__main__.DAGTree object at 0x0000021CEA6390A0>, <__main__.DAGTree object at 0x0000021CEA6396D0>]"
843,"[13, 4, 15, 8]",5,[<__main__.DAGTree object at 0x0000021CEA6391C0>]
844,"[13, 4, 15, 6]",6,"[<__main__.DAGTree object at 0x0000021CEA6393A0>, <__main__.DAGTree object at 0x0000021CEA6394C0>]"
845,"[13, 5, 15, 7]",6,[<__main__.DAGTree object at 0x0000021CEA6394C0>]
846,"[13, 6, 15, 8]",6,"[<__main__.DAGTree object at 0x0000021CEA6394C0>, <__main__.DAGTree object at 0x0000021CEA639940>]"
847,"[14, 4, 16, 8]",5,[<__main__.DAGTree object at 0x0000021CEA6391C0>]
848,"[14, 4, 16, 6]",6,"[<__main__.DAGTree object at 0x0000021CEA6393D0>, <__main__.DAGTree object at 0x0000021CEA6394F0>]"
849,"[14, 5, 16, 7]",6,[<__main__.DAGTree object at 0x0000021CEA6394F0>]
850,"[14, 6, 16, 8]",6,"[<__main__.DAGTree object at 0x0000021CEA6394F0>, <__main__.DAGTree object at 0x0000021CEA639970>]"
851,"[8, 4, 16, 12]",2,[<__main__.DAGTree object at 0x0000021CE851F410>]
852,"[8, 4, 12, 12]",3,"[<__main__.DAGTree object at 0x0000021CEA5FB7A0>, <__main__.DAGTree object at 0x0000021CEA638CB0>]"
853,"[8, 4, 12, 8]",4,"[<__main__.DAGTree object at 0x0000021CEA5FB800>, <__main__.DAGTree object at 0x0000021CEA638140>]"
854,"[8, 4, 10, 8]",5,"[<__main__.DAGTree object at 0x0000021CEA5FB860>, <__main__.DAGTree object at 0x0000021CEA5FBCB0>]"
855,"[8, 4, 10, 6]",6,"[<__main__.DAGTree object at 0x0000021CEA5FBA70>, <__main__.DAGTree object at 0x0000021CEA5FBB90>]"
856,"[8, 5, 10, 7]",6,[<__main__.DAGTree object at 0x0000021CEA5FBB90>]
857,"[8, 6, 10, 8]",6,"[<__main__.DAGTree object at 0x0000021CEA5FBB90>, <__main__.DAGTree object at 0x0000021CEA638200>]"
858,"[9, 4, 11, 8]",5,[<__main__.DAGTree object at 0x0000021CEA5FBCB0>]
859,"[9, 4, 11, 6]",6,"[<__main__.DAGTree object at 0x0000021CEA5FBE90>, <__main__.DAGTree object at 0x0000021CEA5FBFB0>]"
860,"[9, 5, 11, 7]",6,[<__main__.DAGTree object at 0x0000021CEA5FBFB0>]
861,"[9, 6, 11, 8]",6,"[<__main__.DAGTree object at 0x0000021CEA5FBFB0>, <__main__.DAGTree object at 0x0000021CEA638470>]"
862,"[10, 4, 12, 8]",5,"[<__main__.DAGTree object at 0x0000021CEA5FBCB0>, <__main__.DAGTree object at 0x0000021CEA638D70>]"
863,"[10, 4, 12, 6]",6,"[<__main__.DAGTree object at 0x0000021CEA5FBEC0>, <__main__.DAGTree object at 0x0000021CEA5FBFE0>]"
864,"[10, 5, 12, 7]",6,[<__main__.DAGTree object at 0x0000021CEA5FBFE0>]
865,"[10, 6, 12, 8]",6,"[<__main__.DAGTree object at 0x0000021CEA5FBFE0>, <__main__.DAGTree object at 0x0000021CEA6384A0>]"
866,"[8, 6, 12, 10]",4,[<__main__.DAGTree object at 0x0000021CEA638140>]
