SRC_exhaustive Query: Medium,Depth,BBoxes,Data Size
"[39, 51, 51, 63]",2,"[32, 32, 64, 64]",1024
"[51, 48, 63, 60]",4,"[48, 48, 64, 64]",256
"[14, 1, 26, 13]",2,"[0, 0, 32, 32]",1024
"[23, 33, 35, 45]",2,"[16, 16, 48, 48]",1024
"[10, 43, 22, 55]",4,"[8, 40, 24, 56]",256
"[12, 40, 24, 52]",4,"[8, 40, 24, 56]",256
"[22, 40, 34, 52]",2,"[16, 32, 48, 64]",1024
"[44, 31, 56, 43]",3,"[40, 16, 56, 48]",512
"[1, 46, 13, 58]",3,"[0, 32, 16, 64]",512
"[47, 15, 59, 27]",2,"[32, 0, 64, 32]",1024
"[36, 15, 48, 27]",3,"[32, 0, 48, 32]",512
"[17, 11, 29, 23]",4,"[16, 8, 32, 24]",256
"[48, 26, 60, 38]",4,"[48, 24, 64, 40]",256
"[4, 36, 16, 48]",4,"[0, 32, 16, 48]",256
"[28, 15, 40, 27]",3,"[24, 0, 40, 32]",512
"[47, 45, 59, 57]",2,"[32, 32, 64, 64]",1024
"[28, 32, 40, 44]",4,"[24, 32, 40, 48]",256
"[51, 51, 63, 63]",4,"[48, 48, 64, 64]",256
"[45, 6, 57, 18]",2,"[32, 0, 64, 32]",1024
"[12, 10, 24, 22]",4,"[8, 8, 24, 24]",256
"[28, 4, 40, 16]",4,"[24, 0, 40, 16]",256
"[27, 40, 39, 52]",4,"[24, 40, 40, 56]",256
"[25, 17, 37, 29]",4,"[24, 16, 40, 32]",256
"[16, 27, 28, 39]",4,"[16, 24, 32, 40]",256
"[48, 49, 60, 61]",4,"[48, 48, 64, 64]",256
"[22, 39, 34, 51]",2,"[16, 32, 48, 64]",1024
"[20, 5, 32, 17]",3,"[16, 0, 32, 32]",512
"[19, 1, 31, 13]",4,"[16, 0, 32, 16]",256
"[31, 0, 43, 12]",2,"[16, 0, 48, 32]",1024
"[48, 16, 60, 28]",4,"[48, 16, 64, 32]",256
"[12, 48, 24, 60]",4,"[8, 48, 24, 64]",256
"[25, 24, 37, 36]",4,"[24, 24, 40, 40]",256
"[27, 49, 39, 61]",4,"[24, 48, 40, 64]",256
"[40, 40, 52, 52]",4,"[40, 40, 56, 56]",256
"[43, 24, 55, 36]",4,"[40, 24, 56, 40]",256
"[44, 52, 56, 64]",4,"[40, 48, 56, 64]",256
"[2, 37, 14, 49]",3,"[0, 32, 16, 64]",512
"[29, 22, 41, 34]",2,"[16, 16, 48, 48]",1024
"[36, 8, 48, 20]",4,"[32, 8, 48, 24]",256
"[36, 45, 48, 57]",3,"[32, 32, 48, 64]",512
"[17, 20, 29, 32]",4,"[16, 16, 32, 32]",256
"[52, 1, 64, 13]",4,"[48, 0, 64, 16]",256
"[25, 30, 37, 42]",3,"[24, 16, 40, 48]",512
"[33, 8, 45, 20]",4,"[32, 8, 48, 24]",256
"[2, 5, 14, 17]",3,"[0, 0, 16, 32]",512
"[36, 22, 48, 34]",3,"[32, 16, 48, 48]",512
"[23, 0, 35, 12]",2,"[16, 0, 48, 32]",1024
"[4, 12, 16, 24]",4,"[0, 8, 16, 24]",256
"[45, 7, 57, 19]",2,"[32, 0, 64, 32]",1024
"[42, 34, 54, 46]",4,"[40, 32, 56, 48]",256
"[30, 2, 42, 14]",2,"[16, 0, 48, 32]",1024
"[20, 1, 32, 13]",4,"[16, 0, 32, 16]",256
"[20, 25, 32, 37]",4,"[16, 24, 32, 40]",256
"[8, 48, 20, 60]",4,"[8, 48, 24, 64]",256
"[40, 17, 52, 29]",4,"[40, 16, 56, 32]",256
"[26, 42, 38, 54]",4,"[24, 40, 40, 56]",256
"[9, 38, 21, 50]",3,"[8, 32, 24, 64]",512
"[9, 25, 21, 37]",4,"[8, 24, 24, 40]",256
"[19, 32, 31, 44]",4,"[16, 32, 32, 48]",256
"[3, 10, 15, 22]",4,"[0, 8, 16, 24]",256
"[8, 8, 20, 20]",4,"[8, 8, 24, 24]",256
"[30, 45, 42, 57]",2,"[16, 32, 48, 64]",1024
"[41, 45, 53, 57]",3,"[40, 32, 56, 64]",512
"[48, 46, 60, 58]",3,"[48, 32, 64, 64]",512
"[2, 46, 14, 58]",3,"[0, 32, 16, 64]",512
"[52, 33, 64, 45]",4,"[48, 32, 64, 48]",256
"[2, 52, 14, 64]",4,"[0, 48, 16, 64]",256
"[35, 44, 47, 56]",4,"[32, 40, 48, 56]",256
"[47, 44, 59, 56]",2,"[32, 32, 64, 64]",1024
"[40, 24, 52, 36]",4,"[40, 24, 56, 40]",256
"[11, 22, 23, 34]",3,"[8, 16, 24, 48]",512
"[51, 37, 63, 49]",3,"[48, 32, 64, 64]",512
"[52, 5, 64, 17]",3,"[48, 0, 64, 32]",512
"[5, 35, 17, 47]",2,"[0, 16, 32, 48]",1024
"[11, 52, 23, 64]",4,"[8, 48, 24, 64]",256
"[16, 12, 28, 24]",4,"[16, 8, 32, 24]",256
"[51, 16, 63, 28]",4,"[48, 16, 64, 32]",256
"[20, 44, 32, 56]",4,"[16, 40, 32, 56]",256
"[45, 16, 57, 28]",2,"[32, 0, 64, 32]",1024
"[50, 16, 62, 28]",4,"[48, 16, 64, 32]",256
"[33, 29, 45, 41]",3,"[32, 16, 48, 48]",512
"[9, 48, 21, 60]",4,"[8, 48, 24, 64]",256
"[28, 35, 40, 47]",4,"[24, 32, 40, 48]",256
"[9, 2, 21, 14]",4,"[8, 0, 24, 16]",256
"[40, 37, 52, 49]",3,"[40, 32, 56, 64]",512
"[11, 41, 23, 53]",4,"[8, 40, 24, 56]",256
"[32, 2, 44, 14]",4,"[32, 0, 48, 16]",256
"[48, 20, 60, 32]",4,"[48, 16, 64, 32]",256
"[52, 4, 64, 16]",4,"[48, 0, 64, 16]",256
"[12, 41, 24, 53]",4,"[8, 40, 24, 56]",256
"[50, 29, 62, 41]",3,"[48, 16, 64, 48]",512
"[39, 15, 51, 27]",2,"[32, 0, 64, 32]",1024
"[51, 29, 63, 41]",3,"[48, 16, 64, 48]",512
"[33, 10, 45, 22]",4,"[32, 8, 48, 24]",256
"[45, 21, 57, 33]",2,"[32, 16, 64, 48]",1024
"[41, 8, 53, 20]",4,"[40, 8, 56, 24]",256
"[30, 49, 42, 61]",2,"[16, 32, 48, 64]",1024
"[35, 3, 47, 15]",4,"[32, 0, 48, 16]",256
"[34, 5, 46, 17]",3,"[32, 0, 48, 32]",512
"[52, 33, 64, 45]",4,"[48, 32, 64, 48]",256
"[21, 0, 33, 12]",2,"[16, 0, 48, 32]",1024
"[52, 49, 64, 61]",4,"[48, 48, 64, 64]",256
"[5, 6, 17, 18]",2,"[0, 0, 32, 32]",1024
"[27, 38, 39, 50]",3,"[24, 32, 40, 64]",512
"[22, 36, 34, 48]",2,"[16, 16, 48, 48]",1024
"[28, 21, 40, 33]",3,"[24, 16, 40, 48]",512
"[24, 32, 36, 44]",4,"[24, 32, 40, 48]",256
"[23, 40, 35, 52]",2,"[16, 32, 48, 64]",1024
"[7, 8, 19, 20]",2,"[0, 0, 32, 32]",1024
"[20, 1, 32, 13]",4,"[16, 0, 32, 16]",256
"[11, 46, 23, 58]",3,"[8, 32, 24, 64]",512
"[8, 1, 20, 13]",4,"[8, 0, 24, 16]",256
"[21, 38, 33, 50]",2,"[16, 32, 48, 64]",1024
"[12, 2, 24, 14]",4,"[8, 0, 24, 16]",256
"[26, 41, 38, 53]",4,"[24, 40, 40, 56]",256
"[3, 44, 15, 56]",4,"[0, 40, 16, 56]",256
"[19, 50, 31, 62]",4,"[16, 48, 32, 64]",256
"[24, 3, 36, 15]",4,"[24, 0, 40, 16]",256
"[38, 49, 50, 61]",2,"[32, 32, 64, 64]",1024
"[50, 45, 62, 57]",3,"[48, 32, 64, 64]",512
"[10, 22, 22, 34]",3,"[8, 16, 24, 48]",512
"[4, 26, 16, 38]",4,"[0, 24, 16, 40]",256
"[3, 28, 15, 40]",4,"[0, 24, 16, 40]",256
"[22, 38, 34, 50]",2,"[16, 32, 48, 64]",1024
"[39, 48, 51, 60]",2,"[32, 32, 64, 64]",1024
"[16, 43, 28, 55]",4,"[16, 40, 32, 56]",256
"[19, 36, 31, 48]",4,"[16, 32, 32, 48]",256
"[51, 29, 63, 41]",3,"[48, 16, 64, 48]",512
"[26, 11, 38, 23]",4,"[24, 8, 40, 24]",256
"[1, 29, 13, 41]",3,"[0, 16, 16, 48]",512
"[51, 16, 63, 28]",4,"[48, 16, 64, 32]",256
"[12, 24, 24, 36]",4,"[8, 24, 24, 40]",256
"[4, 22, 16, 34]",3,"[0, 16, 16, 48]",512
"[6, 7, 18, 19]",2,"[0, 0, 32, 32]",1024
"[1, 22, 13, 34]",3,"[0, 16, 16, 48]",512
"[1, 11, 13, 23]",4,"[0, 8, 16, 24]",256
"[25, 39, 37, 51]",3,"[24, 32, 40, 64]",512
"[44, 41, 56, 53]",4,"[40, 40, 56, 56]",256
